name,or_tools_cost
XML50_2275_15,470809
XML50_3274_22,766297
XML50_3326_16,667559
XML50_3141_21,3096386
XML50_2375_01,654619
XML50_3113_01,1083433
XML50_3273_03,1047994
XML50_1265_18,600027
XML50_3141_09,2404177
XML50_3221_23,2785812
XML50_1362_05,1453881
XML50_3373_17,1501105
XML50_3114_20,984260
XML50_2372_20,1004188
XML50_2115_17,656377
XML50_1262_11,1120195
XML50_3146_14,659448
XML50_3321_23,2845355
XML50_1262_05,923803
XML50_1365_18,702351
XML50_3373_03,1233313
XML50_2115_03,647597
XML50_1362_11,1382480
XML50_3273_17,792287
XML50_2272_20,1117353
XML50_1311_14,1529758
XML50_1176_23,619318
XML50_2253_05,648458
XML50_2354_18,664061
XML50_1216_09,415884
XML50_1124_03,763959
XML50_3132_18,1423201
XML50_3135_11,898191
XML50_3352_26,2033848
XML50_2134_26,743863
XML50_2353_11,819955
XML50_2166_06,542839
XML50_1243_20,980499
XML50_2254_18,570369
XML50_2166_12,598282
XML50_1316_09,591516
XML50_3135_05,775439
XML50_1211_14,959494
XML50_2353_05,675090
XML50_1124_17,756845
XML50_1343_20,873972
XML50_3252_26,1619177
XML50_2253_11,639207
XML50_2354_24,783416
XML50_2133_13,782063
XML50_1343_08,864146
XML50_3355_13,779529
XML50_3132_24,1676640
XML50_1244_15,800172
XML50_3255_07,496997
XML50_1171_16,1729346
XML50_1316_21,539797
XML50_1344_01,852761
XML50_1344_15,748381
XML50_1123_22,998976
XML50_2254_24,481005
XML50_3255_13,798944
XML50_1243_08,697363
XML50_1171_02,1871024
XML50_1244_01,837619
XML50_2161_27,1369540
XML50_2133_07,852106
XML50_3355_07,809265
XML50_1216_21,339772
XML50_1112_16,1480064
XML50_1375_21,667034
XML50_3236_07,549837
XML50_2265_10,495963
XML50_2262_19,829902
XML50_3336_13,607251
XML50_3151_24,2751372
XML50_2365_04,567102
XML50_2365_10,561732
XML50_1275_21,499488
XML50_3336_07,584991
XML50_2265_04,518599
XML50_2362_19,1031820
XML50_1112_02,1261635
XML50_3236_13,387327
XML50_3156_11,686304
XML50_3331_26,2323338
XML50_3363_06,1462531
XML50_1372_14,1047155
XML50_1115_23,768795
XML50_2262_25,943312
XML50_3151_18,2533612
XML50_3263_12,619025
XML50_1275_09,552787
XML50_3263_06,1141253
XML50_3231_26,1756282
XML50_2362_25,846190
XML50_1375_09,701502
XML50_3363_12,1205841
XML50_1272_14,993445
XML50_3156_05,684604
XML50_2311_20,1763869
XML50_2176_17,637644
XML50_1134_12,813601
XML50_1353_25,764760
XML50_3122_09,1288300
XML50_2344_09,631298
XML50_2243_14,804918
XML50_3242_23,1360092
XML50_1166_26,694430
XML50_1134_06,847595
XML50_2211_20,1544021
XML50_2124_23,700943
XML50_2343_14,736316
XML50_3125_14,902599
XML50_3342_23,1676423
XML50_1253_25,642954
XML50_2176_03,650919
XML50_2244_09,424961
XML50_2216_01,337755
XML50_1354_10,749464
XML50_1133_27,974595
XML50_1161_07,1777851
XML50_3245_16,474600
XML50_2244_21,614670
XML50_2171_22,1633044
XML50_2316_15,573650
XML50_1254_04,686089
XML50_1353_19,1073888
XML50_3345_02,781461
XML50_2123_02,791405
XML50_2211_08,1255283
XML50_3345_16,741043
XML50_3122_21,1591375
XML50_2344_21,704913
XML50_2123_16,743619
XML50_2316_01,534879
XML50_1254_10,746217
XML50_1161_13,1778375
XML50_3245_02,737404
XML50_1253_19,1099925
XML50_2311_08,1293195
XML50_2216_15,430573
XML50_1354_04,832929
XML50_1254_11,610942
XML50_2123_17,925538
XML50_2344_20,587042
XML50_3122_20,1471207
XML50_3345_17,753037
XML50_1354_05,751567
XML50_2216_14,395557
XML50_2311_09,1583092
XML50_1253_18,636132
XML50_3245_03,743082
XML50_1161_12,1336393
XML50_2244_20,582458
XML50_3245_17,719579
XML50_1161_06,1924473
XML50_1133_26,1136023
XML50_1354_11,791792
XML50_2211_09,1241184
XML50_2123_03,824535
XML50_3345_03,810716
XML50_1353_18,982074
XML50_1254_05,638140
XML50_2316_14,564633
XML50_2171_23,1795082
XML50_2211_21,1310530
XML50_1134_07,847357
XML50_1166_27,658599
XML50_2243_01,657414
XML50_2244_08,489905
XML50_2176_02,573299
XML50_1253_24,616810
XML50_3342_22,1389262
XML50_3125_15,824064
XML50_2343_15,819850
XML50_2124_22,754363
XML50_3125_01,769203
XML50_2343_01,766984
XML50_2176_16,659587
XML50_2311_21,1720211
XML50_3242_22,1795076
XML50_2243_15,687907
XML50_2344_08,687739
XML50_3122_08,1463458
XML50_1353_24,974923
XML50_1134_13,770125
XML50_1372_01,1500073
XML50_3263_07,1297536
XML50_3156_04,632975
XML50_1272_15,626713
XML50_3363_13,958279
XML50_1375_08,804012
XML50_2362_24,816385
XML50_3363_07,1036853
XML50_3156_10,673502
XML50_1272_01,1072409
XML50_1275_08,545308
XML50_3263_13,1370994
XML50_3151_19,2115265
XML50_2262_24,953726
XML50_1115_22,697169
XML50_1372_15,1335362
XML50_3336_06,661381
XML50_1275_20,376486
XML50_2365_11,632400
XML50_3364_26,1024162
XML50_3236_12,523571
XML50_1112_03,1314880
XML50_2362_18,1062122
XML50_2265_05,529951
XML50_2265_11,429702
XML50_3264_26,626996
XML50_3236_06,477079
XML50_1375_20,642788
XML50_1112_17,1307202
XML50_2365_05,625308
XML50_3151_25,2241012
XML50_3336_12,618082
XML50_2262_18,800097
XML50_1171_03,1658872
XML50_1243_09,742589
XML50_3255_12,579656
XML50_2254_25,495370
XML50_1123_23,1045791
XML50_1344_14,693579
XML50_1216_20,453778
XML50_3355_06,762372
XML50_2133_06,931617
XML50_2161_26,1278721
XML50_1244_14,588653
XML50_3132_25,1535552
XML50_3355_12,932108
XML50_1343_09,1022397
XML50_2133_12,801252
XML50_2354_25,739478
XML50_1316_20,511905
XML50_1171_17,1780395
XML50_3255_06,657790
XML50_2353_04,752969
XML50_1211_15,1659853
XML50_3135_04,924451
XML50_1316_08,545309
XML50_2166_13,593086
XML50_2254_19,491187
XML50_2253_10,625764
XML50_1311_01,1385028
XML50_1343_21,1310257
XML50_1124_16,799883
XML50_3132_19,1664722
XML50_1124_02,819322
XML50_1216_08,405646
XML50_2354_19,691880
XML50_2253_04,649835
XML50_1176_22,572350
XML50_1311_15,2038301
XML50_1243_21,777193
XML50_2166_07,614978
XML50_2353_10,762977
XML50_2134_27,714244
XML50_1211_01,1392876
XML50_3135_10,701553
XML50_2115_02,675725
XML50_3373_02,1208738
XML50_1365_19,694016
XML50_1262_04,1240314
XML50_3321_22,2270798
XML50_3146_15,639207
XML50_2272_21,654919
XML50_3273_16,1209071
XML50_1362_10,882821
XML50_1362_04,1105257
XML50_3221_22,2602267
XML50_3141_08,2107377
XML50_1265_19,496105
XML50_3273_02,1072792
XML50_1262_10,1203135
XML50_3146_01,709822
XML50_2115_16,601928
XML50_2372_21,941978
XML50_3114_21,976753
XML50_3373_16,1101200
XML50_3274_23,666367
XML50_2275_14,492412
XML50_2372_09,1020942
XML50_3114_09,1010311
XML50_1365_25,828864
XML50_3226_03,482343
XML50_3141_20,2808501
XML50_3326_17,588877
XML50_2272_09,981658
XML50_1265_25,527655
XML50_3326_03,698324
XML50_3374_23,965658
XML50_3113_14,1102543
XML50_2375_14,624408
XML50_2112_23,1057619
XML50_3226_17,475280
XML50_1341_18,1895911
XML50_1214_25,565383
XML50_2131_03,1461117
XML50_2163_23,785640
XML50_3162_14,1594294
XML50_1246_05,392280
XML50_1173_06,893594
XML50_2256_20,380137
XML50_1346_11,630172
XML50_1121_26,2214872
XML50_1346_05,636663
XML50_1241_18,1071928
XML50_1173_12,1294713
XML50_1314_25,700565
XML50_3165_09,787106
XML50_1246_11,414879
XML50_2356_20,501824
XML50_2131_17,1486437
XML50_2251_15,1547386
XML50_1313_04,941035
XML50_1214_19,812787
XML50_1126_13,615079
XML50_1341_24,1274188
XML50_2356_08,597451
XML50_2351_01,1328080
XML50_1213_10,827218
XML50_3165_21,723739
XML50_2164_16,718032
XML50_1314_19,838786
XML50_1241_24,1538643
XML50_2256_08,467138
XML50_2164_02,747976
XML50_2136_22,638793
XML50_2351_15,1277406
XML50_1213_04,980501
XML50_1126_07,657684
XML50_2251_01,1199283
XML50_1313_10,757910
XML50_1174_27,863530
XML50_2325_19,521348
XML50_3271_13,2445513
XML50_1155_02,813706
XML50_3143_19,1016826
XML50_2222_04,678311
XML50_3371_07,2467115
XML50_1232_21,1313345
XML50_3144_10,964749
XML50_2145_27,616594
XML50_2322_10,1168585
XML50_3144_04,964032
XML50_2322_04,1034780
XML50_2225_19,456791
XML50_3371_13,2479040
XML50_3116_24,764860
XML50_2222_10,733801
XML50_3271_07,3358422
XML50_1155_16,732654
XML50_1332_21,1235797
XML50_3111_05,3065208
XML50_1235_14,710045
XML50_2325_25,632753
XML50_2142_12,945031
XML50_1332_09,1137037
XML50_3324_12,1009056
XML50_3143_25,1322255
XML50_3276_26,525711
XML50_3224_06,586383
XML50_2225_25,554687
XML50_3224_12,1058236
XML50_1232_09,1017695
XML50_3116_18,705322
XML50_1335_14,675605
XML50_1152_23,1120885
XML50_2142_06,1132001
XML50_3324_06,940936
XML50_3111_11,2178904
XML50_3376_26,675363
XML50_3215_26,727797
XML50_2214_11,522903
XML50_1163_17,935483
XML50_1256_14,570184
XML50_3172_05,1723088
XML50_2314_05,634513
XML50_2346_25,548982
XML50_2121_12,1320168
XML50_2213_18,513125
XML50_1351_09,1636374
XML50_2121_06,1440063
XML50_3172_11,1519371
XML50_3315_26,678746
XML50_2173_26,882347
XML50_2314_11,683562
XML50_2246_25,473345
XML50_2313_18,865579
XML50_1163_03,983441
XML50_3175_18,719813
XML50_1251_09,1906086
XML50_1356_14,619964
XML50_1131_23,1937870
XML50_2214_05,466474
XML50_2174_07,748603
XML50_1251_21,1827959
XML50_3312_07,1501242
XML50_2126_27,626700
XML50_2341_10,1412157
XML50_2213_24,562992
XML50_2346_19,549844
XML50_1136_02,609333
XML50_3212_13,2002912
XML50_1164_22,977566
XML50_2241_04,922730
XML50_2241_10,1172190
XML50_1136_16,683896
XML50_1351_21,1674936
XML50_3212_07,1508400
XML50_2341_04,1723145
XML50_2313_24,739594
XML50_2174_13,671405
XML50_2246_19,475398
XML50_3312_13,1801994
XML50_3175_24,823966
XML50_2332_01,1138738
XML50_3154_01,974593
XML50_3361_16,2758009
XML50_2232_15,761411
XML50_3233_22,1239956
XML50_1145_13,720480
XML50_1322_24,1118055
XML50_3153_08,1137562
XML50_3261_02,2886932
XML50_2335_08,617829
XML50_1145_07,657376
XML50_3261_16,1339382
XML50_2232_01,882860
XML50_1222_24,940931
XML50_3361_02,2323454
XML50_2235_08,406089
XML50_2155_22,630820
XML50_2332_15,932867
XML50_3154_15,990854
XML50_3333_22,1145210
XML50_3234_17,780554
XML50_2235_20,519296
XML50_1325_11,603353
XML50_1142_26,1527352
XML50_1322_18,1399709
XML50_3334_03,991229
XML50_2152_03,986607
XML50_1225_05,429778
XML50_3366_23,654855
XML50_1225_11,441714
XML50_3334_17,810755
XML50_3153_20,1183662
XML50_2335_20,585655
XML50_2152_17,989431
XML50_1325_05,597189
XML50_3266_23,514804
XML50_3234_03,688025
XML50_1222_18,1024961
XML50_1225_07,455172
XML50_3366_21,688909
XML50_2152_01,1090554
XML50_3334_01,984788
XML50_3333_08,1061422
XML50_1142_24,1218643
XML50_1325_13,646714
XML50_2155_08,677303
XML50_2235_22,528734
XML50_3234_15,1145478
XML50_3234_01,879203
XML50_1325_07,695914
XML50_3266_21,567347
XML50_2152_15,1070574
XML50_2335_22,645693
XML50_3153_22,1150604
XML50_3334_15,818502
XML50_1225_13,456353
XML50_3233_08,820318
XML50_1322_26,984390
XML50_1145_11,691244
XML50_3233_20,783673
XML50_2232_17,823921
XML50_3361_14,2138804
XML50_3266_09,565456
XML50_3154_03,926981
XML50_1142_18,926197
XML50_2332_03,948443
XML50_3333_20,1171973
XML50_3154_17,932678
XML50_2332_17,852454
XML50_2155_20,718996
XML50_1222_26,902286
XML50_3366_09,653708
XML50_2232_03,866153
XML50_1145_05,677083
XML50_3261_14,2787142
XML50_2241_06,1302975
XML50_1164_20,887106
XML50_3212_11,1790154
XML50_2213_26,631517
XML50_2341_12,1142088
XML50_2126_25,576646
XML50_3215_18,770794
XML50_1131_09,1685360
XML50_1251_23,1333902
XML50_3312_05,1740681
XML50_2174_05,661259
XML50_3175_26,762725
XML50_3312_11,1808603
XML50_2174_11,716974
XML50_2313_26,791040
XML50_2341_06,1245663
XML50_1351_23,1407960
XML50_1136_14,655121
XML50_3212_05,1442410
XML50_2241_12,1331834
XML50_2173_18,976938
XML50_3315_18,721060
XML50_2121_10,1188150
XML50_2314_07,681868
XML50_1256_16,474709
XML50_3172_07,1763639
XML50_1163_15,874909
XML50_2214_13,463083
XML50_2126_19,647078
XML50_1356_02,653607
XML50_3215_24,575780
XML50_2214_07,561336
XML50_1131_21,2044242
XML50_1356_16,605410
XML50_1163_01,1057782
XML50_2314_13,662982
XML50_2173_24,752918
XML50_1256_02,429171
XML50_3315_24,818627
XML50_3172_13,1999125
XML50_1164_08,781793
XML50_2121_04,1163834
XML50_3224_04,980838
XML50_2145_19,660208
XML50_3276_24,568635
XML50_3323_19,1207214
XML50_1335_02,559157
XML50_3324_10,929943
XML50_2142_10,1030830
XML50_3111_07,2102089
XML50_1235_16,405488
XML50_3376_24,674925
XML50_3111_13,2320396
XML50_1235_02,588668
XML50_3223_19,1030192
XML50_3324_04,951800
XML50_2142_04,966113
XML50_1152_21,1062821
XML50_1335_16,543478
XML50_3224_10,1011044
XML50_2322_12,910849
XML50_2145_25,683245
XML50_3323_25,1205911
XML50_3144_12,971394
XML50_1152_09,1271827
XML50_3276_18,595724
XML50_3371_05,2772272
XML50_1232_23,967246
XML50_2222_06,904825
XML50_3271_11,3195014
XML50_3271_05,2322933
XML50_1332_23,1323489
XML50_1155_14,705045
XML50_2222_12,838204
XML50_3223_25,1156860
XML50_3376_18,571258
XML50_3116_26,741786
XML50_3371_11,2636382
XML50_2322_06,1108454
XML50_3144_06,1149089
XML50_2164_14,734686
XML50_3165_23,889067
XML50_1121_18,2358262
XML50_1213_12,1051676
XML50_2351_03,1288371
XML50_1341_26,1623167
XML50_1126_11,585898
XML50_1313_06,795377
XML50_2251_17,1189741
XML50_1174_25,783839
XML50_1313_12,861783
XML50_2163_09,830205
XML50_2251_03,1037060
XML50_1126_05,631370
XML50_1213_06,503358
XML50_2351_17,1124109
XML50_2136_20,660170
XML50_1241_26,1043113
XML50_1121_24,1665597
XML50_1346_13,580581
XML50_2136_08,569122
XML50_2256_22,457915
XML50_1173_04,946961
XML50_3162_16,1894899
XML50_1246_07,494681
XML50_2163_21,866746
XML50_2131_01,1685093
XML50_1214_27,746766
XML50_2131_15,1504285
XML50_2356_22,567439
XML50_3162_02,1821593
XML50_1174_19,845100
XML50_1246_13,396827
XML50_1314_27,639333
XML50_1173_10,941902
XML50_1346_07,569567
XML50_3326_15,642137
XML50_3141_22,2188156
XML50_2375_02,649715
XML50_3221_08,1362363
XML50_3113_02,1233889
XML50_1365_27,556648
XML50_3226_01,466969
XML50_2275_16,482478
XML50_3274_21,905880
XML50_2275_02,505862
XML50_3321_08,2684753
XML50_3226_15,483219
XML50_2112_21,1076341
XML50_2375_16,588422
XML50_3113_16,1285110
XML50_3374_21,953660
XML50_1265_27,617144
XML50_3326_01,721219
XML50_2112_09,984043
XML50_1362_12,1228777
XML50_3374_09,981343
XML50_3273_14,789348
XML50_2272_23,839861
XML50_1262_06,895796
XML50_3146_17,683520
XML50_3321_20,2583593
XML50_3373_14,1014477
XML50_3114_23,1043540
XML50_2372_23,1037331
XML50_2115_14,708203
XML50_3274_09,830847
XML50_1262_12,1006738
XML50_3146_03,735883
XML50_1362_06,1366497
XML50_3221_20,3054625
XML50_1124_14,779384
XML50_1343_23,1121730
XML50_1311_03,2369284
XML50_3252_25,1873774
XML50_2253_12,619567
XML50_2161_18,1357002
XML50_2166_11,604404
XML50_1211_17,1552099
XML50_3135_06,832466
XML50_2353_06,747906
XML50_1211_03,1307893
XML50_1123_09,1106422
XML50_3135_12,832190
XML50_3352_25,2104032
XML50_2134_25,711205
XML50_2353_12,870529
XML50_2166_05,618003
XML50_1243_23,825490
XML50_1311_17,2130510
XML50_1176_20,677715
XML50_2253_06,648459
XML50_3252_19,1663056
XML50_1244_02,804952
XML50_1176_08,637425
XML50_2161_24,1532147
XML50_2133_04,677686
XML50_1216_22,412677
XML50_3355_04,697848
XML50_1344_16,993582
XML50_1123_21,1071958
XML50_1171_01,1819355
XML50_3255_10,799258
XML50_1171_15,1487050
XML50_1316_22,602791
XML50_3255_04,648824
XML50_1344_02,858941
XML50_3352_19,1735546
XML50_2134_19,738092
XML50_2133_10,861697
XML50_3355_10,809941
XML50_1244_16,594778
XML50_2265_07,434576
XML50_3236_10,535793
XML50_1112_01,1050054
XML50_1115_08,714934
XML50_3364_24,883111
XML50_3231_19,1238283
XML50_2365_13,590115
XML50_3336_04,704705
XML50_1275_22,463344
XML50_3336_10,713128
XML50_2365_07,612054
XML50_3236_04,479490
XML50_1112_15,1244957
XML50_1375_22,764888
XML50_3264_24,681876
XML50_3331_19,2509072
XML50_2265_13,490924
XML50_2362_26,969785
XML50_3363_11,1038087
XML50_3156_06,643901
XML50_1272_17,569269
XML50_3263_05,1132496
XML50_3231_25,2873282
XML50_1372_03,1515153
XML50_3364_18,983327
XML50_1372_17,1199031
XML50_1115_20,713612
XML50_2262_26,586589
XML50_3263_11,652414
XML50_3156_12,741939
XML50_3331_25,2157858
XML50_3264_18,847884
XML50_1272_03,837317
XML50_3363_05,1498253
XML50_2124_20,741308
XML50_2343_17,924071
XML50_3125_17,750006
XML50_3342_20,1756244
XML50_1253_26,666216
XML50_2171_09,1711705
XML50_2243_03,696065
XML50_1166_25,696755
XML50_1134_05,847861
XML50_2211_23,1608295
XML50_1134_11,710611
XML50_1353_26,813652
XML50_2243_17,617225
XML50_3242_20,1421924
XML50_2311_23,1249576
XML50_2176_14,559422
XML50_2343_03,762867
XML50_1133_18,888363
XML50_3125_03,846961
XML50_3245_01,609188
XML50_1161_10,1541616
XML50_2216_16,356932
XML50_1354_07,744234
XML50_3345_15,784115
XML50_3122_22,1433806
XML50_2344_22,792650
XML50_2123_15,916004
XML50_2316_02,612836
XML50_1166_19,671806
XML50_3242_08,754116
XML50_1254_13,503349
XML50_2171_21,1516899
XML50_2316_16,509545
XML50_1254_07,633882
XML50_3345_01,734598
XML50_2123_01,818244
XML50_2124_08,666486
XML50_2216_02,457488
XML50_1354_13,646538
XML50_1133_24,854208
XML50_3342_08,1800857
XML50_3245_15,717318
XML50_1161_04,2163703
XML50_2244_22,525199
XML50_1254_06,443698
XML50_2316_17,601626
XML50_2171_20,1211091
XML50_2244_23,546964
XML50_1161_05,1860573
XML50_3245_14,636561
XML50_3342_09,1655528
XML50_1133_25,913040
XML50_1354_12,693460
XML50_2216_03,416158
XML50_2124_09,765536
XML50_1354_06,794980
XML50_2216_17,373999
XML50_1161_11,1452378
XML50_1254_12,664540
XML50_3242_09,999954
XML50_1166_18,589293
XML50_2316_03,585344
XML50_2123_14,868267
XML50_2344_23,663020
XML50_3122_23,1563545
XML50_3345_14,787007
XML50_3242_21,1412552
XML50_2243_16,649945
XML50_1353_27,839660
XML50_1134_10,818817
XML50_3125_02,748812
XML50_1133_19,973442
XML50_2343_02,776197
XML50_2176_15,579861
XML50_2311_22,1566273
XML50_2176_01,675000
XML50_1253_27,799885
XML50_3342_21,1434463
XML50_3125_16,839492
XML50_2343_16,751594
XML50_2124_21,725972
XML50_2211_22,992863
XML50_1134_04,782145
XML50_1166_24,550664
XML50_2243_02,659281
XML50_2171_08,1435767
XML50_3263_10,783082
XML50_1115_21,657099
XML50_1372_16,1354695
XML50_3363_04,1053241
XML50_1272_02,1708969
XML50_3264_19,734631
XML50_3331_24,2219786
XML50_3156_13,716063
XML50_1272_16,1033186
XML50_3156_07,650615
XML50_3363_10,1378357
XML50_3364_19,951483
XML50_1372_02,1526170
XML50_3231_24,1700207
XML50_3263_04,1243056
XML50_2365_06,565067
XML50_3151_26,1909161
XML50_3336_11,680834
XML50_2265_12,554222
XML50_3331_18,2691185
XML50_3264_25,813388
XML50_1375_23,632198
XML50_1112_14,1670458
XML50_3236_05,611815
XML50_3236_11,614193
XML50_2265_06,496186
XML50_1275_23,557628
XML50_3336_05,642081
XML50_2365_12,653159
XML50_3231_18,2180849
XML50_3364_25,793600
XML50_1115_09,728279
XML50_2134_18,714425
XML50_3352_18,1740423
XML50_1344_03,821063
XML50_3255_05,694310
XML50_1316_23,551736
XML50_1171_14,1512761
XML50_1244_17,706462
XML50_3132_26,1814078
XML50_3355_11,888345
XML50_2133_11,761711
XML50_2354_26,576619
XML50_3355_05,734367
XML50_1216_23,492357
XML50_2133_05,870663
XML50_2161_25,1375543
XML50_1176_09,613849
XML50_1244_03,734774
XML50_3252_18,1465118
XML50_3255_11,739310
XML50_2254_26,501796
XML50_1123_20,797314
XML50_1344_17,699823
XML50_1243_22,812109
XML50_2166_04,664006
XML50_2353_13,663253
XML50_2134_24,751026
XML50_3352_24,1278869
XML50_3135_13,846598
XML50_1123_08,931300
XML50_1211_02,2656855
XML50_1124_01,742519
XML50_2253_07,611196
XML50_1176_21,573323
XML50_1311_16,2015300
XML50_2161_19,1206561
XML50_2253_13,570332
XML50_3252_24,1118479
XML50_1311_02,1787271
XML50_1343_22,1006097
XML50_1124_15,717285
XML50_2353_07,817362
XML50_3135_07,788332
XML50_1211_16,1311227
XML50_2166_10,614371
XML50_3146_02,622762
XML50_1262_13,885532
XML50_3274_08,672137
XML50_2115_15,641821
XML50_2372_22,926373
XML50_3114_22,917097
XML50_3373_15,1010218
XML50_3221_21,1733108
XML50_1362_07,939000
XML50_3273_01,1243606
XML50_2272_22,867954
XML50_3273_15,1196310
XML50_3374_08,977528
XML50_1362_13,1464812
XML50_2112_08,1066588
XML50_2115_01,636928
XML50_3373_01,1144335
XML50_3321_21,2314085
XML50_3146_16,681189
XML50_1262_07,1200390
XML50_3226_14,443801
XML50_3321_09,2534518
XML50_2275_03,377791
XML50_1265_26,482731
XML50_3374_20,896692
XML50_3113_17,1265359
XML50_2375_17,641879
XML50_2112_20,1196598
XML50_3113_03,1146550
XML50_3221_09,2588661
XML50_2375_03,649733
XML50_3141_23,2443437
XML50_3326_14,692841
XML50_3274_20,889032
XML50_2275_17,450505
XML50_1365_26,633573
XML50_1246_12,483817
XML50_1174_18,828545
XML50_3162_03,1605593
XML50_2356_23,572451
XML50_2131_14,1319240
XML50_1346_06,586338
XML50_1173_11,963573
XML50_1314_26,745395
XML50_1173_05,1200625
XML50_2256_23,469990
XML50_2136_09,649338
XML50_1346_12,547612
XML50_1121_25,1446969
XML50_1214_26,531854
XML50_2163_20,759495
XML50_1246_06,292560
XML50_3162_17,1502512
XML50_1126_04,625132
XML50_2251_02,1800160
XML50_2163_08,836493
XML50_1313_13,1054598
XML50_1174_24,868640
XML50_1241_27,1754366
XML50_2164_01,870651
XML50_2136_21,592128
XML50_2351_16,1651478
XML50_1213_07,832709
XML50_2351_02,1589282
XML50_1213_13,786507
XML50_1121_19,1743725
XML50_3165_22,850439
XML50_2164_15,742035
XML50_2251_16,1508455
XML50_1313_07,1090999
XML50_1126_10,618602
XML50_1341_27,1843318
XML50_3376_19,674475
XML50_3223_24,492098
XML50_2222_13,909403
XML50_1155_15,677712
XML50_1332_22,1296098
XML50_3271_04,2733907
XML50_3144_07,917713
XML50_2322_07,863373
