name,or_tools_cost
XML100_1152_26,2376524
XML100_1335_11,1073358
XML100_3324_03,1553148
XML100_1332_18,1617074
XML100_2142_03,2161291
XML100_3376_23,1003881
XML100_3111_14,5531549
XML100_1235_05,771754
XML100_3271_16,5234541
XML100_1155_07,1175636
XML100_2222_01,1527624
XML100_3371_02,4598308
XML100_1232_24,1540696
XML100_2225_08,1001000
XML100_2322_15,1612498
XML100_2145_22,1184061
XML100_3323_22,1865657
XML100_3144_15,1739276
XML100_2322_01,1880833
XML100_3144_01,1779102
XML100_3116_21,1159270
XML100_3371_16,5802708
XML100_2222_15,1668916
XML100_3223_22,2764268
XML100_3271_02,3184751
XML100_3143_08,1994860
XML100_1332_24,2453138
XML100_1155_13,1295783
XML100_2325_08,985742
XML100_1313_01,2042521
XML100_2251_10,2121153
XML100_1341_21,3096613
XML100_1126_16,948830
XML100_1213_15,1457802
XML100_2351_04,2816849
XML100_2256_19,744243
XML100_2164_13,1159470
XML100_3165_24,1189018
XML100_1314_08,1285817
XML100_2164_07,1241953
XML100_1241_21,2967086
XML100_1213_01,1316817
XML100_2351_10,2250042
XML100_2136_27,890839
XML100_2356_19,786736
XML100_1214_08,982250
XML100_1126_02,966784
XML100_1174_22,1593318
XML100_1313_15,1527584
XML100_2251_04,1860181
XML100_2131_06,2602528
XML100_1214_20,1003251
XML100_3162_11,3350329
XML100_2163_26,1315517
XML100_2256_25,594974
XML100_1241_09,3604630
XML100_3165_18,1487371
XML100_1173_03,1550373
XML100_1121_23,3960559
XML100_1346_14,859396
XML100_1314_20,1389031
XML100_1173_17,1521105
XML100_3162_05,2851396
XML100_1246_14,670073
XML100_2131_12,2653689
XML100_2356_25,784038
XML100_1341_09,3724631
XML100_2275_11,703852
XML100_3274_26,1397938
XML100_1365_20,1300701
XML100_3226_06,875771
XML100_2375_05,1008206
XML100_3113_05,2094704
XML100_3326_12,901105
XML100_3141_25,3945426
XML100_2272_18,1666768
XML100_1265_20,830286
XML100_3326_06,1214641
XML100_2112_26,2070248
XML100_2375_11,989544
XML100_3113_11,2055307
XML100_3374_26,1629836
XML100_3114_18,1605849
XML100_3226_12,900988
XML100_2372_18,1836505
XML100_2275_05,578867
XML100_3373_07,2597941
XML100_2115_07,958626
XML100_1262_01,1934468
XML100_3146_10,921408
XML100_3141_19,5169169
XML100_3273_13,1564543
XML100_1265_08,663588
XML100_2272_24,1055850
XML100_1362_15,2209650
XML100_1362_01,2947626
XML100_3273_07,2498808
XML100_1262_15,2097324
XML100_3146_04,998240
XML100_1365_08,986556
XML100_3373_13,2112282
XML100_3114_24,1862256
XML100_2372_24,1620624
XML100_2115_13,1067024
XML100_1211_10,3205389
XML100_3135_01,1434379
XML100_2353_01,1296526
XML100_2166_16,903325
XML100_1311_04,3157887
XML100_3252_22,2807079
XML100_2253_15,986046
XML100_2354_08,1094956
XML100_1124_13,1297215
XML100_1343_24,1996637
XML100_3132_08,2622822
XML100_1216_19,657378
XML100_1124_07,1417421
XML100_1311_10,2999032
XML100_1176_27,883266
XML100_2253_01,1206866
XML100_2166_02,838463
XML100_2254_08,1010446
XML100_1243_24,2116339
XML100_1316_19,834654
XML100_1211_04,1727037
XML100_3135_15,1269117
XML100_3352_22,2953573
XML100_2134_22,1232667
XML100_2353_15,1490172
XML100_2254_20,783661
XML100_1171_06,4204810
XML100_3255_17,1159539
XML100_1344_11,1277842
XML100_1123_26,2105510
XML100_2133_03,1500653
XML100_1216_25,754092
XML100_1343_18,1240848
XML100_3355_03,1536765
XML100_1244_05,1166910
XML100_2161_23,2527001
XML100_1244_11,1467156
XML100_2354_20,1126483
XML100_2133_17,1426006
XML100_3355_17,1531572
XML100_3132_20,2874762
XML100_1344_05,1135322
XML100_1171_12,4702206
XML100_1316_25,916296
XML100_3255_03,1287346
XML100_1243_18,1191186
XML100_2262_09,1095417
XML100_3336_03,967142
XML100_1275_25,1153555
XML100_3364_23,1634409
XML100_2365_14,883699
XML100_3236_17,721125
XML100_1112_06,2862152
XML100_3264_23,1272959
XML100_2265_14,594951
XML100_2362_09,2129934
XML100_3236_03,900174
XML100_1112_12,3218888
XML100_1375_25,1200432
XML100_3336_17,1118795
XML100_3151_20,4826038
XML100_3231_22,4158209
XML100_1372_04,2156973
XML100_3263_02,1779414
XML100_1275_19,847052
XML100_3151_08,3916177
XML100_3156_01,954006
XML100_1272_10,2681088
XML100_2362_21,2461309
XML100_3363_16,2400692
XML100_1375_19,1019847
XML100_3363_02,2206049
XML100_3156_15,994024
XML100_3331_22,4386876
XML100_1272_04,2700027
XML100_2262_21,1673343
XML100_3263_16,2039569
XML100_1372_10,2147319
XML100_1115_27,1026271
XML100_1134_02,1073189
XML100_3122_19,2727482
XML100_2344_19,1020103
XML100_2211_24,1917373
XML100_2243_04,1692055
XML100_1166_22,916387
XML100_1253_21,1268482
XML100_2176_07,966413
XML100_2124_27,1268884
XML100_2343_10,1428264
XML100_3125_10,1601027
XML100_2343_04,1417465
XML100_3125_04,1404285
XML100_2244_19,708000
XML100_2311_24,2621183
XML100_2176_13,938023
XML100_2243_10,1341497
XML100_1134_16,1447904
XML100_1353_21,1687263
XML100_2316_05,830166
XML100_1254_14,1134691
XML100_1353_09,1386669
XML100_3345_12,1283927
XML100_3122_25,3501148
XML100_2211_18,2420432
XML100_2344_25,1061677
XML100_2123_12,1329382
XML100_2216_11,534789
XML100_3245_06,1061784
XML100_1161_17,2506638
XML100_3245_12,1120888
XML100_1253_09,1168675
XML100_1161_03,3698616
XML100_2311_18,3459641
XML100_2244_25,890600
XML100_2216_05,704952
XML100_1354_14,1273158
XML100_1133_23,2081395
XML100_3345_06,1390908
XML100_2123_06,1624317
XML100_2171_26,2313478
XML100_2316_11,841037
XML100_1133_22,1731855
XML100_1354_15,1231392
XML100_2216_04,530661
XML100_2244_24,929967
XML100_2311_19,2133114
XML100_1161_02,3586371
XML100_1253_08,1916004
XML100_3245_13,1032520
XML100_1254_01,1024422
XML100_2316_10,861559
XML100_2171_27,2402650
XML100_2123_07,1350400
XML100_3345_07,1218548
XML100_2123_13,1264421
XML100_2344_24,1207682
XML100_2211_19,1945390
XML100_3122_24,2763705
XML100_3345_13,1478961
XML100_1353_08,1178103
XML100_1254_15,985007
XML100_2316_04,757876
XML100_1161_16,2511862
XML100_3245_07,1208675
XML100_1354_01,1619398
XML100_2216_10,776706
XML100_2176_12,888532
XML100_2311_25,2328924
XML100_2244_18,880832
XML100_3125_05,1273561
XML100_2343_05,1467579
XML100_1353_20,1713425
XML100_1134_17,1543820
XML100_3242_26,3210721
XML100_2243_11,1106064
XML100_1166_23,883832
XML100_2243_05,1095011
XML100_2211_25,2331451
XML100_2344_18,1101945
XML100_3122_18,2644477
XML100_1134_03,1345393
XML100_3342_26,3013525
XML100_3125_11,1318633
XML100_2343_11,1174087
XML100_2124_26,1128675
XML100_2176_06,774183
XML100_1253_20,1551143
XML100_1272_05,1401850
XML100_3331_23,4603953
XML100_3156_14,1048378
XML100_3363_03,2318267
XML100_1375_18,1017231
XML100_1115_26,1080937
XML100_1372_11,2728845
XML100_3263_17,2703485
XML100_2262_20,1675086
XML100_3151_09,5856302
XML100_1275_18,533274
XML100_3263_03,1735483
XML100_1372_05,2056214
XML100_3231_23,4188394
XML100_3363_17,2034103
XML100_2362_20,1656477
XML100_1272_11,1814130
XML100_1375_24,990498
XML100_1112_13,2402321
XML100_3236_02,869753
XML100_2362_08,2051433
XML100_2265_15,871149
XML100_3264_22,1648175
XML100_3151_21,3849073
XML100_3336_16,915529
XML100_2365_01,1005554
XML100_2365_15,1140084
XML100_3364_22,1669206
XML100_1275_24,816831
XML100_3336_02,944633
XML100_2262_08,1841754
XML100_2265_01,666451
XML100_1112_07,2674717
XML100_3236_16,886628
XML100_3132_21,3297551
XML100_3355_16,1389902
XML100_2133_16,1535668
XML100_2354_21,1040236
XML100_1244_10,1400845
XML100_1243_19,1699122
XML100_3255_02,1256706
XML100_1316_24,843080
XML100_1171_13,2898349
XML100_1344_04,1282191
XML100_1123_27,1903886
XML100_1344_10,1095590
XML100_3255_16,1153494
XML100_1171_07,4922005
XML100_2254_21,945681
XML100_2161_22,2394592
XML100_1244_04,1406487
XML100_3355_02,1342513
XML100_1343_19,1534097
XML100_1216_24,656970
XML100_2133_02,1387539
XML100_1176_26,998109
XML100_1311_11,2360355
XML100_1124_06,1246103
XML100_2353_14,1408666
XML100_2134_23,1120147
XML100_3352_23,2705840
XML100_3135_14,1380372
XML100_1211_05,5281371
XML100_1316_18,833261
XML100_1243_25,1370589
XML100_2254_09,981608
XML100_2166_03,886555
XML100_2166_17,916696
XML100_1211_11,2133954
XML100_1216_18,962230
XML100_3132_09,3251752
XML100_1343_25,1881825
XML100_1124_12,1279796
XML100_2354_09,1150427
XML100_2253_14,1362372
XML100_3252_23,2447180
XML100_1311_05,2937571
XML100_3273_06,1655085
XML100_3221_26,3672951
XML100_2115_12,1042793
XML100_2372_25,1814915
XML100_3114_25,1742895
XML100_3373_12,2113550
XML100_1365_09,1196953
XML100_3146_05,1266213
XML100_1262_14,1906088
XML100_3321_26,5922877
XML100_3146_11,1030311
XML100_2115_06,989692
XML100_3373_06,1771416
XML100_1362_14,2591684
XML100_2272_25,1593043
XML100_1265_09,944985
XML100_3273_12,1950499
XML100_3141_18,4444177
XML100_3113_10,2117206
XML100_2375_10,1114194
XML100_2112_27,1711896
XML100_3326_07,879680
XML100_1265_21,867326
XML100_2275_04,820072
XML100_2372_19,1616230
XML100_3226_13,858724
XML100_3114_19,1954055
XML100_3226_07,1069464
XML100_1365_21,994677
XML100_2275_10,796873
XML100_2272_19,1486658
XML100_3141_24,3822720
XML100_3326_13,1123355
XML100_3113_04,2092016
XML100_2375_04,918225
XML100_1173_16,2470872
XML100_1314_21,1601769
XML100_1346_01,969462
XML100_1341_08,2888930
XML100_2356_24,846500
XML100_2131_13,2886448
XML100_1246_15,802858
XML100_3162_04,3012287
XML100_2163_27,1467276
XML100_1246_01,556657
XML100_3162_10,3252623
XML100_1214_21,1057345
XML100_2131_07,2282827
XML100_1346_15,887236
XML100_1121_22,4349770
XML100_1173_02,1780705
XML100_3165_19,1404478
XML100_1241_08,1875672
XML100_2256_24,783077
XML100_2136_26,845477
XML100_2351_11,2239008
XML100_1241_20,3052332
XML100_2164_06,1279003
XML100_2251_05,2106570
XML100_1313_14,1657134
XML100_1174_23,1365161
XML100_1126_03,1013434
XML100_1214_09,1182974
XML100_2356_18,850523
XML100_1126_17,972850
XML100_1341_20,3450283
XML100_2251_11,1991841
XML100_1314_09,1213770
XML100_3165_25,1609820
XML100_2164_12,1224291
XML100_2256_18,614922
XML100_2351_05,1831220
XML100_1213_14,1287624
XML100_3371_17,4795095
XML100_3116_20,1039962
XML100_2325_09,928090
XML100_1155_12,1286946
XML100_1332_25,2046264
XML100_3143_09,2647770
XML100_3271_03,3796123
XML100_3223_23,2242225
XML100_2222_14,1865437
XML100_1155_06,993427
XML100_3271_17,5041301
XML100_3144_14,1802261
XML100_3323_23,2165415
XML100_2145_23,909397
XML100_2322_14,1968896
XML100_2225_09,722312
XML100_1232_25,1702746
XML100_3371_03,5232167
XML100_1335_10,907520
XML100_1152_27,2814660
XML100_2225_21,710630
XML100_3224_16,1407411
XML100_1235_04,1140618
XML100_3111_15,4520669
XML100_3376_22,1128039
XML100_2142_02,1691954
XML100_1332_19,1741609
XML100_3324_02,1713303
XML100_2325_21,940507
XML100_2142_16,1714879
XML100_3324_16,1391783
XML100_3143_21,2158349
XML100_1235_10,669189
XML100_3111_01,4304677
XML100_3116_08,1169194
XML100_3224_02,1485571
XML100_1232_19,1603498
XML100_1335_04,979458
XML100_3276_22,978624
XML100_3172_15,2956537
XML100_3315_22,1483668
XML100_1256_04,625256
XML100_2173_22,1422296
XML100_2314_15,1123636
XML100_2213_08,913378
XML100_2121_02,2195474
XML100_1351_19,2252319
XML100_1356_10,845179
XML100_1131_27,2703872
XML100_2214_01,582208
XML100_2246_21,623790
XML100_1163_07,1946761
XML100_2313_08,1387820
XML100_1251_19,3139612
XML100_1163_13,1480225
XML100_3175_08,1384197
XML100_3215_22,1269733
XML100_1356_04,853792
XML100_2214_15,1113588
XML100_2346_21,794534
XML100_2121_16,2844225
XML100_3172_01,3455761
XML100_1256_10,761958
XML100_2314_01,1176678
XML100_2346_09,783756
XML100_3212_03,2904816
XML100_1136_12,870891
XML100_1351_25,2196358
XML100_2241_14,2957877
XML100_2313_20,1337915
XML100_2174_17,1064253
XML100_3312_17,3220513
XML100_3175_20,1542687
XML100_2126_23,878126
XML100_2341_14,2746032
XML100_2246_09,711560
XML100_2174_03,1169621
XML100_3312_03,2636846
XML100_1251_25,5053227
XML100_1164_26,1743398
XML100_2213_20,1092337
XML100_3212_17,2696872
XML100_1136_06,955432
XML100_2232_05,1536603
XML100_3261_12,4286984
XML100_1145_03,970385
XML100_3153_18,1886938
XML100_2335_18,1013238
XML100_2155_26,1043982
XML100_2332_11,1934716
XML100_3154_11,1830729
XML100_3333_26,2164801
XML100_3361_06,3343012
XML100_1222_20,2342575
XML100_3361_12,5967715
XML100_2235_18,791958
XML100_2332_05,1555893
XML100_3154_05,1950457
XML100_3261_06,6105384
XML100_1145_17,989843
XML100_1322_20,2091823
XML100_2232_11,1656492
XML100_3233_26,1749062
XML100_1322_08,2156476
XML100_3334_13,1569507
XML100_3153_24,2286939
XML100_2335_24,991901
XML100_2152_13,1893439
XML100_1225_15,872075
XML100_3234_07,1066676
XML100_1325_01,951324
XML100_1325_15,1095526
XML100_1142_22,1850964
XML100_3234_13,1458373
XML100_1222_08,2030229
XML100_2235_24,799280
XML100_1225_01,763783
XML100_3334_07,1694543
XML100_2152_07,1664519
XML100_3266_25,998836
XML100_3333_18,1628464
XML100_1325_03,1004979
XML100_2155_18,1031506
XML100_3234_05,1757289
XML100_1225_17,814423
XML100_2152_11,2052102
XML100_2335_26,897210
XML100_3153_26,2135924
XML100_3334_11,1679873
XML100_2152_05,1612052
XML100_3334_05,1658230
XML100_3366_25,994354
XML100_1225_03,832501
XML100_3233_18,2116671
XML100_2235_26,859343
XML100_3234_11,1128620
XML100_1142_20,2301179
XML100_1325_17,1242634
XML100_3361_04,5165668
XML100_1222_22,924651
XML100_3333_24,2478260
XML100_3154_13,1658468
XML100_1142_08,2456416
XML100_3266_19,882621
XML100_2332_13,1710855
XML100_2155_24,1103401
XML100_3261_10,3209536
XML100_1145_01,1119144
XML100_2232_07,1506983
XML100_3233_24,1943214
XML100_3366_19,859086
XML100_2232_13,1530078
XML100_3261_04,6266824
XML100_1322_22,2389114
XML100_1145_15,1077922
XML100_3154_07,1660883
XML100_2332_07,1496343
XML100_3361_10,4589683
XML100_2341_02,3241230
XML100_1131_19,3576044
XML100_3215_08,948342
XML100_3175_22,1180827
XML100_3312_15,3146067
XML100_2174_15,1157055
XML100_2313_22,1568939
XML100_2241_16,2563256
XML100_3212_01,3467320
XML100_1351_27,3606976
XML100_1136_10,832489
XML100_3212_15,2835573
XML100_1136_04,920051
XML100_2213_22,1334897
XML100_2173_08,1391144
XML100_2241_02,3056690
XML100_3315_08,1432499
XML100_1164_24,1253552
XML100_3312_01,3837309
XML100_1251_27,3311553
XML100_2174_01,1386017
XML100_2341_16,2713451
XML100_2126_21,940074
XML100_1163_05,1479078
XML100_2246_23,564674
XML100_2126_09,912077
XML100_2214_03,993428
XML100_1131_25,2912304
XML100_1356_12,829541
XML100_2314_17,1199087
XML100_2173_20,1256921
XML100_3315_20,1242716
XML100_3172_17,2898775
XML100_1256_06,615641
XML100_2314_03,1010214
XML100_3172_03,3154031
XML100_1164_18,1353243
XML100_1256_12,682477
XML100_2121_14,2890542
XML100_2346_23,877646
XML100_2214_17,836346
XML100_3215_20,1476458
XML100_1356_06,856633
XML100_1163_11,1994881
XML100_1235_06,860897
XML100_3376_20,916023
XML100_3111_17,5750485
XML100_3224_14,1625133
XML100_2225_23,739428
XML100_2145_09,954277
XML100_3323_09,1664900
XML100_1152_25,1834030
XML100_1335_12,950424
XML100_1335_06,1114338
XML100_3276_20,937546
XML100_1235_12,988676
XML100_3223_09,2720915
XML100_3111_03,5541012
XML100_3143_23,2579360
XML100_3324_14,1696154
XML100_2142_14,2053158
XML100_2325_23,995524
XML100_2222_16,1410208
XML100_3223_21,1874071
XML100_1332_27,1926410
XML100_1155_10,954274
XML100_3271_01,4680388
XML100_2322_02,1623922
XML100_3276_08,895816
XML100_3144_02,1923044
XML100_1152_19,2007112
XML100_3116_22,1135411
XML100_3371_15,4962867
XML100_1232_27,1960455
XML100_3371_01,4886899
XML100_2322_16,1752570
XML100_2145_21,936619
XML100_3323_21,2007657
XML100_3144_16,1687537
XML100_1155_04,1314532
XML100_3271_15,3925196
XML100_2222_02,1513062
XML100_3376_08,1090083
XML100_1126_01,914052
XML100_1174_21,1720027
XML100_1313_16,1434454
XML100_2251_07,1666712
XML100_2164_04,1122041
XML100_1241_22,3807118
XML100_1213_02,1342486
XML100_1121_08,2353448
XML100_2351_13,3166004
XML100_2136_24,910445
XML100_1213_16,1101040
XML100_2351_07,2639751
XML100_2164_10,1289472
XML100_1313_02,1773023
XML100_2251_13,3301744
XML100_2163_19,1500522
XML100_1341_22,3631334
XML100_1126_15,958036
XML100_1246_17,694268
XML100_3162_06,2601427
XML100_2131_11,2185424
XML100_2356_26,778593
XML100_1346_03,1120852
XML100_2136_18,857345
XML100_1314_23,1325047
XML100_1173_14,1842382
XML100_2256_26,801857
XML100_1121_20,3778805
XML100_1346_17,923319
XML100_2131_05,2724312
XML100_1214_23,1056598
XML100_1246_03,516646
XML100_3162_12,2636367
XML100_1174_09,1233906
XML100_2163_25,1497063
XML100_3226_11,688440
XML100_2275_06,973433
XML100_3326_05,942396
XML100_1265_23,1132542
XML100_2112_25,1944677
XML100_2375_12,940715
XML100_3113_12,1975783
XML100_3374_25,1879637
XML100_3221_18,4884092
XML100_2375_06,1007619
XML100_3113_06,2275844
XML100_3326_11,1113001
XML100_3141_26,5089545
XML100_2275_12,605228
XML100_3274_25,1714721
XML100_3321_18,4654620
XML100_3226_05,1041102
XML100_1365_23,1035832
XML100_3146_07,970641
XML100_1262_16,2404153
XML100_3373_10,1907794
XML100_2115_10,930651
XML100_2112_19,2106278
XML100_3221_24,4344556
XML100_1362_02,2676719
XML100_3374_19,1441523
XML100_3273_04,2067248
XML100_3273_10,2016985
XML100_1362_16,1630349
XML100_3373_04,2587091
XML100_2115_04,1056096
XML100_3146_13,1074613
XML100_3321_24,5573191
XML100_3274_19,2015406
XML100_1262_02,1981475
XML100_2166_01,874900
XML100_1243_27,1568849
XML100_3135_16,1401910
XML100_3352_21,3033794
XML100_1211_07,4114915
XML100_2134_21,1082233
XML100_2353_16,1445342
XML100_1124_04,1506013
XML100_1311_13,3266437
XML100_1176_24,899988
XML100_2161_08,3200281
XML100_2253_02,1225824
XML100_3252_21,3102197
XML100_1311_07,2411549
XML100_2253_16,1221166
XML100_1124_10,1303813
XML100_1343_27,1487082
XML100_1123_19,1835551
XML100_3135_02,1411733
XML100_1211_13,2945528
XML100_2353_02,1458091
XML100_2166_15,902018
XML100_1344_06,1177066
XML100_1171_11,2962068
XML100_1316_26,847355
XML100_1176_18,869086
XML100_3252_09,3183197
XML100_1244_12,1297393
XML100_2354_23,1117403
XML100_2133_14,1403475
XML100_3355_14,1369931
XML100_3132_23,2825429
XML100_1216_26,833553
XML100_1244_06,1012822
XML100_2161_20,2478479
XML100_2254_23,1031594
XML100_3255_14,1070069
XML100_1171_05,2782269
XML100_1344_12,1099159
XML100_1123_25,1701606
XML100_3352_09,2904862
XML100_2134_09,1121258
XML100_3231_09,6408345
XML100_1115_18,1089041
XML100_2365_03,1088173
XML100_3336_14,1009223
XML100_3151_23,4183736
XML100_3264_20,1799221
XML100_2265_17,791209
XML100_1112_11,2431204
XML100_1375_26,1116291
XML100_1112_05,2003607
XML100_3236_14,998416
XML100_3331_09,5128097
XML100_2265_03,710820
XML100_1275_26,880102
XML100_3364_20,1458635
XML100_2365_17,886764
XML100_2262_22,1385552
XML100_3263_15,2345301
XML100_1372_13,1798572
XML100_1115_24,1406684
XML100_3364_08,1785592
XML100_3363_01,1973987
XML100_1272_07,2658504
XML100_3156_16,990269
XML100_3331_21,5243411
XML100_3264_08,1707354
XML100_1272_13,2893772
XML100_3156_02,1101795
XML100_2362_22,1742294
XML100_3363_15,2114603
XML100_1372_07,2350073
XML100_3231_21,7353138
XML100_3263_01,2647362
XML100_2243_13,925213
XML100_2171_19,2428534
XML100_3242_24,2725855
XML100_1134_15,1334695
XML100_1353_22,1989275
XML100_2343_07,1463172
XML100_3125_07,1304617
XML100_2176_10,880197
XML100_1253_22,1398509
XML100_2176_04,870074
XML100_2124_24,1190453
XML100_2343_13,1323320
XML100_1133_08,1438870
XML100_3125_13,1495589
XML100_3342_24,3099065
XML100_1134_01,1213521
XML100_2211_27,2380080
XML100_2243_07,1078245
XML100_1166_21,937221
XML100_3345_05,1430485
XML100_2123_05,1353109
XML100_2171_25,2709712
XML100_2316_12,897300
XML100_3242_18,1903891
XML100_1254_03,895260
XML100_1166_09,891653
XML100_3245_11,1061301
XML100_2244_26,1132813
XML100_2216_06,808148
XML100_1354_17,1352179
XML100_1133_20,1486931
XML100_2216_12,547638
XML100_2124_18,1106440
XML100_1354_03,1078418
XML100_3342_18,3883859
XML100_1161_14,3754190
XML100_3245_05,1303185
XML100_2316_06,866736
XML100_1254_17,1179485
XML100_3345_11,1251527
XML100_3122_26,2998192
XML100_2344_26,1164552
XML100_2123_11,1371106
XML100_3245_04,1241329
XML100_1161_15,3098030
XML100_3342_19,2242442
XML100_1354_02,1443531
XML100_2124_19,1229660
XML100_2216_13,684129
XML100_2123_10,1274961
XML100_3345_10,1145837
XML100_1254_16,1009601
XML100_2316_07,804740
XML100_1166_08,925288
XML100_1254_02,943543
XML100_3242_19,3527770
XML100_2316_13,815692
XML100_2171_24,2879562
XML100_2123_04,1740242
XML100_3345_04,1332289
XML100_1133_21,2016464
XML100_1354_16,1565450
XML100_2216_07,796651
XML100_3245_10,1298294
XML100_1161_01,2994012
XML100_3342_25,3062712
XML100_3125_12,1300143
XML100_1133_09,2203413
XML100_2343_12,1115325
XML100_2124_25,1256393
XML100_2176_05,935537
XML100_1253_23,1049298
XML100_1166_20,853574
XML100_2243_06,1145355
XML100_2211_26,2046578
XML100_1353_23,1375880
XML100_1134_14,1399354
XML100_3242_25,3150793
XML100_2171_18,3342774
XML100_2243_12,1049588
XML100_2176_11,873270
XML100_2311_26,3357782
XML100_3125_06,1337828
XML100_2343_06,1197371
XML100_3363_14,1978690
XML100_2362_23,1874410
XML100_3156_03,1148207
XML100_1272_12,2141300
XML100_3264_09,1326191
XML100_3231_20,6010397
XML100_1372_06,1979780
XML100_3364_09,1600677
XML100_1115_25,1185183
XML100_1372_12,1841535
XML100_3263_14,2137637
XML100_2262_23,2129868
XML100_3331_20,5124388
XML100_3156_17,1132505
XML100_1272_06,2751605
XML100_2265_02,728600
XML100_3331_08,4403056
XML100_3236_15,1031917
XML100_1112_04,2093318
XML100_2365_16,967891
XML100_3364_21,2210878
XML100_3336_01,1135384
XML100_1275_27,1029184
XML100_3151_22,3805931
XML100_3336_15,976881
XML100_2365_02,966399
XML100_1115_19,956441
XML100_3231_08,3874511
XML100_3236_01,809365
XML100_1375_27,997965
XML100_1112_10,2317218
XML100_2265_16,725072
XML100_3264_21,1599690
XML100_2161_21,3090344
XML100_1244_07,1435995
XML100_1216_27,741650
XML100_3355_01,1377864
XML100_2133_01,1301248
XML100_2134_08,1220311
XML100_3352_08,2900610
XML100_1123_24,2447745
XML100_1344_13,1358785
XML100_1171_04,3235193
XML100_3255_15,1121354
XML100_2254_22,951882
XML100_1316_27,853356
XML100_1171_10,4513832
XML100_3255_01,1264242
XML100_1344_07,1080110
XML100_3132_22,3175969
XML100_3355_15,1330867
XML100_2133_15,1632340
XML100_2354_22,1188040
XML100_1244_13,1039390
XML100_3252_08,2938494
XML100_1176_19,1065519
XML100_1343_26,1280361
XML100_1124_11,1257309
XML100_2253_17,1142975
XML100_1311_06,2803860
XML100_3252_20,2108789
XML100_2166_14,930623
XML100_2353_03,1461945
XML100_1211_12,4111320
XML100_3135_03,1325298
XML100_1123_18,2048297
XML100_2353_17,1297351
XML100_2134_20,1210764
XML100_1211_06,2968430
XML100_3352_20,3681079
XML100_3135_17,1559190
XML100_1243_26,1610805
XML100_2253_03,1122587
XML100_2161_09,3008761
XML100_1176_25,898537
XML100_1311_12,3471288
XML100_1124_05,1240009
XML100_1362_17,2112458
XML100_2272_26,2027583
XML100_3273_11,2639360
XML100_1262_03,2150121
XML100_3274_18,2077938
XML100_3321_25,6069757
XML100_3146_12,955279
XML100_2115_05,1036846
XML100_3373_05,2633319
XML100_2115_11,931585
XML100_2372_26,1788745
XML100_3114_26,1599282
XML100_3373_11,2546099
XML100_1262_17,2633180
XML100_3146_06,1260809
XML100_3273_05,2324104
XML100_3374_18,1808922
XML100_1362_03,2158645
XML100_3221_25,4742816
XML100_2112_18,1694673
XML100_3326_10,932709
XML100_3113_07,2052906
XML100_2375_07,977208
XML100_1365_22,1196896
XML100_3226_04,912590
XML100_3321_19,4274555
XML100_3274_24,1527915
XML100_2275_13,713242
XML100_2275_07,689721
XML100_3226_10,844190
XML100_3221_19,4052747
XML100_3374_24,1511891
XML100_3113_13,2154752
XML100_2375_13,976368
XML100_2112_24,1617634
XML100_1265_22,865887
XML100_3326_04,1150376
XML100_1346_16,838315
