name,or_tools_cost
XML500_3224_17,6766479.0
XML500_1235_05,2991782.0
XML500_3111_14,
XML500_3376_23,3677806.0
XML500_2142_03,
XML500_3324_03,7029478.0
XML500_1332_18,
XML500_2313_09,
XML500_1251_18,
XML500_3175_09,5061498.0
XML500_1163_12,6543290.0
XML500_3215_23,4313522.0
XML500_1356_05,3224333.0
XML500_2214_14,3690472.0
XML500_2346_20,2866143.0
XML500_2121_17,
XML500_1256_11,2538104.0
XML500_3172_14,
XML500_3315_23,4787002.0
XML500_1256_05,3182000.0
XML500_2173_23,
XML500_2314_14,4741815.0
XML500_2213_09,
XML500_2121_03,
XML500_1351_18,
XML500_1356_11,2692977.0
XML500_1131_26,
XML500_2246_20,2784414.0
XML500_1163_06,
XML500_2126_22,3508680.0
XML500_2341_15,
XML500_2246_08,2318926.0
XML500_2174_02,4740613.0
XML500_3312_02,
XML500_1251_24,
XML500_1164_27,5663154.0
XML500_2241_01,
XML500_2213_21,
XML500_3212_16,
XML500_1136_07,3521446.0
XML500_2346_08,3108985.0
XML500_3212_02,
XML500_1136_13,2602156.0
XML500_1351_24,
XML500_2241_15,
XML500_2313_21,5873203.0
XML500_2174_16,5043198.0
XML500_3312_16,
XML500_3175_21,5431508.0
XML500_2341_01,
XML500_3361_13,
XML500_2235_19,2046297.0
XML500_2332_04,
XML500_3154_04,6425654.0
XML500_3261_07,
XML500_1145_16,5469376.0
XML500_1322_21,
XML500_2232_10,
XML500_2232_04,
XML500_3261_13,
XML500_3153_19,
XML500_1145_02,5892280.0
XML500_2335_19,3327299.0
XML500_2155_27,3723332.0
XML500_2332_10,
XML500_3154_10,6873344.0
XML500_3361_07,
XML500_1222_21,
XML500_1325_14,4164041.0
XML500_1142_23,
XML500_1222_09,
XML500_3234_12,5800221.0
XML500_2235_25,3085595.0
XML500_3366_26,4305979.0
XML500_3334_06,6872651.0
XML500_2152_06,
XML500_3334_12,6875130.0
XML500_3153_25,
XML500_1322_09,
XML500_2335_25,2924542.0
XML500_2152_12,
XML500_1225_14,3027532.0
XML500_3234_06,5985964.0
XML500_3266_26,3119549.0
XML500_2123_12,5717766.0
XML500_2344_25,4944138.0
XML500_2211_18,
XML500_1353_09,6708728.0
XML500_3122_25,
XML500_3345_12,5689745.0
XML500_1254_14,4576423.0
XML500_2316_05,2585754.0
XML500_1161_17,
XML500_3245_06,4885253.0
XML500_2216_11,2102062.0
XML500_1133_23,
XML500_1354_14,4431043.0
XML500_2216_05,2421369.0
XML500_2244_25,4554815.0
XML500_2311_18,
XML500_1161_03,
XML500_3245_12,4820944.0
XML500_1253_09,4988592.0
XML500_2316_11,2818767.0
XML500_2171_26,
XML500_2123_06,
XML500_3345_06,6337587.0
XML500_1166_22,4032758.0
XML500_2243_04,
XML500_2211_24,
XML500_2344_19,5075059.0
XML500_1134_02,4311043.0
XML500_3122_19,
XML500_3125_10,6543960.0
XML500_2343_10,5654754.0
XML500_2124_27,5214279.0
XML500_2176_07,3445087.0
XML500_1253_21,5587949.0
XML500_2176_13,2955592.0
XML500_2311_24,
XML500_2244_19,3448430.0
XML500_3125_04,5817267.0
XML500_2343_04,
XML500_1353_21,6828535.0
XML500_1134_16,6103963.0
XML500_2243_10,
XML500_3151_08,
XML500_3263_02,8278362.0
XML500_1275_19,3131392.0
XML500_1372_04,
XML500_3231_22,
XML500_3363_16,
XML500_2362_21,
XML500_1272_10,
XML500_3156_01,3393700.0
XML500_1272_04,
XML500_3331_22,
XML500_3156_15,3274993.0
XML500_1375_19,4354176.0
XML500_3363_02,
XML500_1115_27,3705337.0
XML500_1372_10,
XML500_3263_16,9749640.0
XML500_2262_21,
XML500_2365_14,3724127.0
XML500_3364_23,8398683.0
XML500_1275_25,5210478.0
XML500_3336_03,3743745.0
XML500_2262_09,
XML500_1112_06,
XML500_3236_17,2620058.0
XML500_1375_25,4656116.0
XML500_1112_12,
XML500_3236_03,3658936.0
XML500_2362_09,
XML500_2265_14,2508805.0
XML500_3264_23,6810276.0
XML500_3151_20,
XML500_3336_17,4379472.0
XML500_1123_26,
XML500_1344_11,6004750.0
XML500_3255_17,4746418.0
XML500_1171_06,
XML500_2254_20,3042596.0
XML500_2161_23,
XML500_1244_05,5605166.0
XML500_1343_18,6494210.0
XML500_3355_03,7124252.0
XML500_1216_25,2892989.0
XML500_2133_03,
XML500_3132_20,
XML500_3355_17,6211890.0
XML500_2133_17,
XML500_2354_20,4519312.0
XML500_1244_11,7052223.0
XML500_3255_03,4979973.0
XML500_1243_18,6379259.0
XML500_1316_25,2946586.0
XML500_1171_12,
XML500_1344_05,5675661.0
XML500_2166_16,3336119.0
XML500_2353_01,4718012.0
XML500_3135_01,5865382.0
XML500_1211_10,
XML500_1216_19,2239557.0
XML500_1343_24,
XML500_1124_13,5051382.0
XML500_3132_08,
XML500_2354_08,4003522.0
XML500_2253_15,4608610.0
XML500_3252_22,
XML500_1311_04,
XML500_2253_01,
XML500_1176_27,3230865.0
XML500_1311_10,
XML500_1124_07,5523942.0
XML500_2353_15,
XML500_2134_22,4813512.0
XML500_3352_22,
XML500_3135_15,4893283.0
XML500_1211_04,
XML500_1316_19,2595967.0
XML500_1243_24,
XML500_2254_08,4449685.0
XML500_2166_02,3074902.0
XML500_3146_10,3899382.0
XML500_1262_01,
XML500_2115_07,3442391.0
XML500_3373_07,
XML500_1362_15,
XML500_2272_24,
XML500_3273_13,8363441.0
XML500_1265_08,3000184.0
XML500_3141_19,
XML500_3273_07,
XML500_1362_01,
XML500_2115_13,3629855.0
XML500_2372_24,
XML500_1365_08,3824729.0
XML500_3114_24,7449519.0
XML500_3373_13,
XML500_3146_04,4256539.0
XML500_1262_15,
XML500_3226_06,3037673.0
XML500_1365_20,6830541.0
XML500_3274_26,6446668.0
XML500_2275_11,2850144.0
XML500_2272_18,
XML500_3141_25,
XML500_3326_12,3360787.0
XML500_3113_05,8774592.0
XML500_2375_05,4063820.0
XML500_3374_26,7391462.0
XML500_3113_11,8337097.0
XML500_2375_11,4178555.0
XML500_2112_26,
XML500_3326_06,4338296.0
XML500_1265_20,3592185.0
XML500_2275_05,2416434.0
XML500_2372_18,
XML500_3226_12,3630521.0
XML500_3114_18,6728226.0
XML500_2375_07,3554623.0
XML500_3113_07,8513410.0
XML500_3326_10,3353123.0
XML500_2275_13,2927103.0
XML500_3274_24,7032897.0
XML500_3321_19,
XML500_3226_04,3174296.0
XML500_1365_22,5574735.0
XML500_3226_10,3271056.0
XML500_2275_07,2941856.0
XML500_3326_04,4268632.0
XML500_1265_22,3981778.0
XML500_2112_24,
XML500_2375_13,3925876.0
XML500_3113_13,9217110.0
XML500_3374_24,7731440.0
XML500_3221_19,
XML500_3273_11,
XML500_2272_26,
XML500_1362_17,
XML500_3373_05,
XML500_2115_05,3589526.0
XML500_3146_12,3696116.0
XML500_3321_25,
XML500_1262_03,
XML500_3274_18,9642410.0
XML500_3146_06,5132867.0
XML500_1262_17,
XML500_3373_11,
XML500_3114_26,6625202.0
XML500_2372_26,
XML500_2115_11,3218408.0
XML500_2112_18,
XML500_3221_25,
XML500_3374_18,7014515.0
XML500_1362_03,
XML500_3273_05,
XML500_3252_20,
XML500_1311_06,
XML500_2253_17,
XML500_1124_11,5146483.0
XML500_1343_26,6720555.0
XML500_3135_03,5412619.0
XML500_1123_18,
XML500_1211_12,
XML500_2353_03,
XML500_2166_14,3586225.0
XML500_1243_26,
XML500_3135_17,6237829.0
XML500_3352_20,
XML500_1211_06,
XML500_2134_20,4563256.0
XML500_2353_17,5004707.0
XML500_1124_05,4982346.0
XML500_1311_12,
XML500_1176_25,3093758.0
XML500_2161_09,
XML500_2253_03,
XML500_2133_01,5200602.0
XML500_3355_01,5120065.0
XML500_1216_27,2722379.0
XML500_1244_07,6929990.0
XML500_2161_21,
XML500_2254_22,3805386.0
XML500_3255_15,4696008.0
XML500_1171_04,
XML500_3352_08,
XML500_1344_13,6000772.0
XML500_1123_24,
XML500_2134_08,4232899.0
XML500_1344_07,4927921.0
XML500_3255_01,5081006.0
XML500_1171_10,
XML500_1316_27,2473797.0
XML500_1176_19,4149673.0
XML500_1244_13,4592750.0
XML500_3252_08,
XML500_2354_22,4583079.0
XML500_2133_15,
XML500_3355_15,5890682.0
XML500_3132_22,
XML500_1112_04,
XML500_3236_15,4276855.0
XML500_3331_08,
XML500_2265_02,3018629.0
XML500_1275_27,4137980.0
XML500_3336_01,3994835.0
XML500_3364_21,8931785.0
XML500_2365_16,4166230.0
XML500_3231_08,
XML500_1115_19,3343447.0
XML500_2365_02,3636620.0
XML500_3336_15,3899146.0
XML500_3151_22,
XML500_3264_21,7162889.0
XML500_2265_16,3334431.0
XML500_1112_10,
XML500_1375_27,3989010.0
XML500_3236_01,2827488.0
XML500_1272_12,
XML500_3264_09,7251461.0
XML500_3156_03,4645563.0
XML500_2362_23,
XML500_3363_14,9071223.0
XML500_1372_06,
XML500_3231_20,
XML500_2262_23,
XML500_3263_14,
XML500_3364_09,7485310.0
XML500_1372_12,
XML500_1115_25,4105306.0
XML500_1272_06,
XML500_3156_17,4413738.0
XML500_3331_20,
XML500_1253_23,4327850.0
XML500_2176_05,3237119.0
XML500_2124_25,5019195.0
XML500_2343_12,5479631.0
XML500_3125_12,5255331.0
XML500_3342_25,
XML500_1133_09,
XML500_2211_26,
XML500_2243_06,5646284.0
XML500_1166_20,3254036.0
XML500_2243_12,5191748.0
XML500_2171_18,
XML500_3242_25,
XML500_1134_14,5749061.0
XML500_1353_23,5049053.0
XML500_2343_06,5637430.0
XML500_3125_06,5824175.0
XML500_2311_26,
XML500_2176_11,2795492.0
XML500_2216_13,2579026.0
XML500_2124_19,4782892.0
XML500_3342_19,
XML500_1354_02,6264449.0
XML500_1161_15,
XML500_3245_04,5846663.0
XML500_2316_07,2432041.0
XML500_1254_16,4304808.0
XML500_3345_10,4708930.0
XML500_2123_10,5400319.0
XML500_3345_04,5223998.0
XML500_2123_04,
XML500_2171_24,
XML500_2316_13,2798623.0
XML500_1254_02,3621536.0
XML500_3242_19,
XML500_1166_08,3693899.0
XML500_1161_01,
XML500_3245_10,5711325.0
XML500_2216_07,2689163.0
XML500_1354_16,6268533.0
XML500_1133_21,
XML500_2152_04,
XML500_3334_04,6924491.0
XML500_3366_24,4489251.0
XML500_3233_19,9096588.0
XML500_1225_02,2684344.0
XML500_3234_10,7229233.0
XML500_1142_21,
XML500_1325_16,4533642.0
XML500_3266_24,3613540.0
XML500_1325_02,4867913.0
XML500_3333_19,7885483.0
XML500_2155_19,3495222.0
XML500_3234_04,9527114.0
XML500_1225_16,3899005.0
XML500_2152_10,
XML500_3334_10,6296922.0
XML500_3233_25,
XML500_3366_18,3624436.0
XML500_2232_12,
XML500_3261_05,
XML500_1322_23,
XML500_1145_14,4752208.0
XML500_3154_06,7429700.0
XML500_2332_06,
XML500_3361_11,
XML500_3361_05,
XML500_1222_23,
XML500_1142_09,
XML500_3333_25,
XML500_3154_12,6977302.0
XML500_3266_18,2534103.0
XML500_2332_12,
XML500_2155_25,3381316.0
XML500_3261_11,
XML500_2232_06,
XML500_3212_14,
XML500_1136_05,3381822.0
XML500_2213_23,4059943.0
XML500_2173_09,
XML500_2241_03,
XML500_1164_25,6124052.0
XML500_3315_09,5704947.0
XML500_1251_26,
XML500_2341_17,
XML500_2126_20,2670542.0
XML500_2341_03,
XML500_1131_18,
XML500_3215_09,5997988.0
XML500_3175_23,5346471.0
XML500_3312_14,
XML500_2174_14,4965910.0
XML500_2313_23,
XML500_2241_17,
XML500_1351_26,
XML500_1136_11,3121108.0
XML500_2314_02,4818451.0
XML500_1164_19,5546138.0
XML500_3172_02,
XML500_1256_13,2318406.0
XML500_2121_15,
XML500_2346_22,3306880.0
XML500_2214_16,2915564.0
XML500_3215_21,5519568.0
XML500_1356_07,2704010.0
XML500_1163_10,
XML500_1163_04,
XML500_2246_22,2485764.0
XML500_2126_08,2691630.0
XML500_2214_02,3379188.0
XML500_1131_24,
XML500_1356_13,3025928.0
XML500_2121_01,
XML500_2314_16,4808885.0
XML500_2173_21,
XML500_3315_21,5799769.0
XML500_3172_16,
XML500_1256_07,2478460.0
XML500_1335_07,3171834.0
XML500_3276_21,4190318.0
XML500_3224_01,6898052.0
XML500_3223_08,
XML500_1235_13,3462226.0
XML500_3111_02,
XML500_3143_22,10703894.0
XML500_3324_15,7272780.0
XML500_2142_15,
XML500_2325_22,4296992.0
XML500_3324_01,6101877.0
XML500_2142_01,
XML500_1235_07,3975888.0
XML500_3376_21,3356449.0
XML500_3111_16,
XML500_3224_15,6736279.0
XML500_2225_22,3706252.0
XML500_2145_08,4123538.0
XML500_1152_24,
XML500_1335_13,3282514.0
XML500_3323_08,8706169.0
XML500_1232_26,
XML500_2322_17,
XML500_2145_20,4209001.0
XML500_3323_20,
XML500_3144_17,7510801.0
XML500_1155_05,3930270.0
XML500_3271_14,
XML500_2222_03,
XML500_3376_09,3530225.0
XML500_2222_17,
XML500_3223_20,8325930.0
XML500_1332_26,
XML500_1155_11,4175617.0
XML500_2322_03,
XML500_3276_09,3060213.0
XML500_1152_18,
XML500_3144_03,8251113.0
XML500_3116_23,3627704.0
XML500_3371_14,
XML500_1213_17,5377069.0
XML500_2351_06,
XML500_2164_11,5120059.0
XML500_3165_26,6660132.0
XML500_1313_03,
XML500_2251_12,
XML500_2163_18,6673045.0
XML500_1341_23,
XML500_1126_14,3899699.0
XML500_1174_20,5735217.0
XML500_1313_17,6670624.0
XML500_2251_06,
XML500_2164_05,6067384.0
XML500_1241_23,
XML500_1213_03,5611041.0
XML500_1121_09,
XML500_2351_12,
XML500_2136_25,2471433.0
XML500_1173_01,
XML500_1121_21,
XML500_1346_16,3186008.0
XML500_2131_04,
XML500_1214_22,3732232.0
XML500_1246_02,3444715.0
XML500_1174_08,6497667.0
XML500_3162_13,
XML500_2163_24,
XML500_1246_16,2057164.0
XML500_3162_07,
XML500_2131_10,
XML500_1346_02,3939688.0
XML500_2136_19,2468940.0
XML500_1314_22,4936716.0
XML500_1173_15,
XML500_2356_26,2439923.0
XML500_2131_11,
XML500_3162_06,
XML500_1246_17,2483439.0
XML500_1173_14,
XML500_1314_23,5765230.0
XML500_2136_18,2524437.0
XML500_1346_03,4510829.0
XML500_1346_17,3508117.0
XML500_1121_20,
XML500_2256_26,2271705.0
XML500_2163_25,
XML500_3162_12,
XML500_1174_09,6243039.0
XML500_1246_03,2065493.0
XML500_1214_23,4230275.0
XML500_2131_05,
XML500_2251_07,
XML500_1313_16,5376742.0
XML500_1174_21,7742895.0
XML500_1126_01,2984262.0
XML500_2136_24,2754494.0
XML500_2351_13,
XML500_1121_08,
XML500_1213_02,6124587.0
XML500_1241_22,
XML500_2164_04,4913013.0
XML500_2164_10,6042853.0
XML500_2351_07,
XML500_1213_16,4496842.0
XML500_1126_15,3283463.0
XML500_1341_22,
XML500_2163_19,
XML500_2251_13,
XML500_1313_02,
XML500_3271_01,
XML500_1155_10,3658053.0
XML500_1332_27,
XML500_3223_21,8260163.0
XML500_2222_16,
XML500_3371_15,
XML500_3116_22,4036473.0
XML500_3144_02,9108665.0
XML500_1152_19,
XML500_3276_08,3379605.0
XML500_2322_02,
XML500_3144_16,8097050.0
XML500_3323_21,8700685.0
XML500_2145_21,3940189.0
XML500_2322_16,
XML500_3371_01,
XML500_1232_27,
XML500_3376_08,3897340.0
XML500_2222_02,
XML500_3271_15,
XML500_1155_04,4749148.0
XML500_3111_17,
XML500_3376_20,3856651.0
XML500_1235_06,3324366.0
XML500_3323_09,8872304.0
XML500_1335_12,3783568.0
XML500_1152_25,
XML500_2145_09,4073223.0
XML500_2225_23,3084761.0
XML500_3224_14,7401790.0
XML500_3276_20,3392829.0
XML500_1335_06,4145789.0
XML500_2325_23,3743217.0
XML500_2142_14,
XML500_3324_14,6601691.0
XML500_3143_23,
XML500_3111_03,
XML500_1235_12,4145820.0
XML500_3223_09,
XML500_1356_12,2786404.0
XML500_1131_25,
XML500_2214_03,4146022.0
XML500_2126_09,3114074.0
XML500_2246_23,2074821.0
XML500_1163_05,7955086.0
XML500_1256_06,2196066.0
XML500_3172_17,
XML500_3315_20,4416575.0
XML500_2173_20,5869446.0
XML500_2314_17,4155941.0
XML500_2346_23,2987180.0
XML500_2121_14,
XML500_1256_12,2448675.0
XML500_3172_03,
XML500_1164_18,5960855.0
XML500_2314_03,3790160.0
XML500_1163_11,
XML500_1356_06,3012395.0
XML500_3215_20,6078538.0
XML500_2214_17,3407061.0
XML500_2313_22,
XML500_2174_15,4800438.0
XML500_3312_15,
XML500_3175_22,5297598.0
XML500_3215_08,3622396.0
XML500_1131_19,
XML500_2341_02,
XML500_1136_10,2770384.0
XML500_1351_27,
XML500_3212_01,
XML500_2241_16,
XML500_3315_08,5292789.0
XML500_1164_24,5826860.0
XML500_2241_02,
XML500_2173_08,6104115.0
XML500_2213_22,
XML500_1136_04,2898393.0
XML500_3212_15,
XML500_2126_21,2952412.0
XML500_2341_16,
XML500_2174_01,5408165.0
XML500_1251_27,
XML500_3312_01,
XML500_2155_24,3769932.0
XML500_2332_13,
XML500_3266_19,3298239.0
XML500_3154_13,7008134.0
XML500_3333_24,
XML500_1142_08,
XML500_1222_22,
XML500_3361_04,
XML500_2232_07,
XML500_1145_01,4580336.0
XML500_3261_10,
XML500_1145_15,5280940.0
XML500_1322_22,
XML500_3261_04,
XML500_2232_13,
XML500_3366_19,3737817.0
XML500_3233_24,
XML500_3361_10,
XML500_2332_07,
XML500_3154_07,6984067.0
XML500_3234_05,7869705.0
XML500_2155_18,3400230.0
XML500_3333_18,6788856.0
XML500_1325_03,3433891.0
XML500_3266_25,4406453.0
XML500_3334_11,6901794.0
XML500_3153_26,9116516.0
XML500_2335_26,3293565.0
XML500_2152_11,
XML500_1225_17,3398839.0
XML500_1225_03,3602770.0
XML500_3233_18,
XML500_3366_25,3657291.0
