name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_2121_21,22613,23428,22937,22937
XML100_3145_16,15411,16293,15887,15850
XML100_3245_01,11299,11711,11538,11538
XML100_1334_16,16549,17936,17293,16965
XML100_2175_24,8770,9041,8803,8774
XML100_2161_11,24967,26809,25582,25582
XML100_2153_21,12066,13315,12240,12240
XML100_3212_10,26597,27236,27059,27031
XML100_2372_06,17324,17728,17715,17655
XML100_3264_25,8615,9138,8823,8804
XML100_2151_18,24301,25638,25222,25222
XML100_2331_16,20122,21214,20821,20821
XML100_3143_13,24774,26178,25642,25362
XML100_2234_02,8037,8571,8375,8172
XML100_2325_21,9383,9791,9545,9545
XML100_3314_16,17479,18454,18263,17821
XML100_2226_15,5524,5685,5553,5546
XML100_2314_10,10543,11923,10603,10603
XML100_2313_24,12501,12981,12781,12722
XML100_2144_25,11906,13273,12067,11979
XML100_1316_23,7435,7947,7554,7554
XML100_2116_17,8383,8550,8383,8383
XML100_1245_08,7050,7393,7105,7083
XML100_1321_06,28144,29074,28686,28686
XML100_1211_21,23129,23308,23300,23300
XML100_1111_10,33810,34222,34222,34222
XML100_2175_10,8849,9228,8912,8912
XML100_3116_17,9516,10186,9795,9795
XML100_3124_16,16050,17530,16619,16389
XML100_2224_01,7268,8066,7637,7523
XML100_2343_12,11089,11768,11227,11179
XML100_2266_14,5707,5757,5717,5717
XML100_1252_18,13719,14509,14274,14195
XML100_1122_06,22891,24942,24372,23632
XML100_1323_01,12289,13225,12671,12671
XML100_3165_06,12988,14820,13313,13313
XML100_2145_10,9401,10028,9437,9434
XML100_3253_07,14661,15583,14992,14992
XML100_2111_26,24130,24828,24705,24522
XML100_2251_04,15501,16445,16154,15755
XML100_2143_01,15465,16809,16169,15953
XML100_3322_04,29147,30853,30236,30069
XML100_1355_04,9936,10466,10164,10141
XML100_1233_18,21160,21607,21452,21414
XML100_3356_17,9475,9995,9853,9853
XML100_1254_12,11198,11567,11330,11224
XML100_2132_16,17917,18831,18735,18735
XML100_1262_17,25644,28007,26435,26435
XML100_2332_07,15257,16299,15499,15492
XML100_1144_19,15068,16725,15686,15686
XML100_2153_03,14580,15467,15353,15203
XML100_1236_04,6150,6338,6235,6235
XML100_3166_08,9685,10693,10008,10003
XML100_1113_03,16707,17222,17012,17012
XML100_3265_03,9430,10340,10224,10159
XML100_1371_10,24413,25152,24831,24810
XML100_3263_05,16677,18584,17028,16792
XML100_3354_12,19047,19634,19461,19433
XML100_1244_25,11551,11783,11700,11622
XML100_1114_11,11056,11578,11345,11211
XML100_3156_23,9544,9809,9710,9667
XML100_3356_24,9432,9849,9552,9552
XML100_1142_04,19262,21742,20259,20243
XML100_2316_13,8330,8474,8333,8333
XML100_1373_12,17397,18286,17875,17875
XML100_1235_06,8453,8833,8533,8533
XML100_3126_10,11007,12006,11137,11137
XML100_3341_09,43704,45469,45469,45469
XML100_2211_15,25078,25272,25272,25233
XML100_2241_01,23560,24965,24101,24069
XML100_3264_22,16976,17383,17280,17280
XML100_2146_11,8961,9100,9023,8988
XML100_3274_13,12504,13008,12602,12588
XML100_1253_18,12102,12503,12442,12434
XML100_2252_16,19253,19848,19746,19694
XML100_2126_07,9034,9448,9216,9034
XML100_2275_19,6903,7252,6950,6930
XML100_3321_14,43683,45740,44744,44744
XML100_1363_13,12922,13652,13134,13116
XML100_1261_13,33329,36698,33722,33722
XML100_3224_22,13158,13337,13227,13227
XML100_1333_03,14466,15499,14724,14724
XML100_1146_04,9104,9253,9225,9217
XML100_1161_24,38680,43928,41137,40574
XML100_3364_05,14260,15251,14592,14535
XML100_1346_04,7895,8319,8258,8075
XML100_2373_05,11815,12668,12235,12063
XML100_2213_16,11810,12386,12200,12165
XML100_2214_15,9406,9756,9524,9464
XML100_1121_23,28488,31223,29779,29472
XML100_3145_25,11715,12823,12183,12101
XML100_2146_26,7887,8240,7987,7887
XML100_2135_06,9033,9251,9036,9033
XML100_1375_09,11933,12597,12065,12031
XML100_2145_25,9459,9693,9511,9498
XML100_2361_10,29180,30727,30061,30061
XML100_2323_17,13094,13843,13728,13728
XML100_3355_24,10551,11371,10985,10985
XML100_1365_02,8836,9401,9027,8884
XML100_3266_06,7424,8074,7561,7479
XML100_2321_24,31066,32240,32048,31750
XML100_1326_14,8226,8570,8387,8366
XML100_2124_19,10878,11468,11182,10878
XML100_1216_02,6317,6482,6419,6357
XML100_1263_24,20294,20979,20717,20717
XML100_2245_20,6163,6786,6258,6258
XML100_1151_12,34316,36378,35504,35245
XML100_2345_11,8903,10064,9065,9064
XML100_2126_14,8604,9676,8730,8662
XML100_2243_22,9988,10500,10294,10294
XML100_3173_11,21934,23802,22939,22939
XML100_1345_02,9656,9940,9906,9732
XML100_3115_18,14670,15569,15254,15254
XML100_1324_25,10852,11932,11023,11023
XML100_2144_23,11507,12375,11760,11753
XML100_2146_07,8378,9128,8709,8399
XML100_3222_23,23559,24824,23928,23814
XML100_3122_10,30444,32454,31188,31038
XML100_1231_08,34854,36228,36189,35811
XML100_1226_25,9011,9217,9208,9017
XML100_1135_23,9513,10197,9878,9707
XML100_1322_16,25060,26541,26020,26020
XML100_1261_01,22112,23308,22260,22260
XML100_3256_10,7254,7571,7268,7268
XML100_2375_21,9141,9544,9492,9492
XML100_3153_19,22836,23887,23558,23511
XML100_3335_05,11279,11912,11601,11601
XML100_1376_27,7906,8325,7955,7954
XML100_2272_09,15236,15382,15310,15310
XML100_3231_07,33685,34661,34637,34637
XML100_1353_19,15640,17047,16672,16237
XML100_2334_09,9381,10880,9540,9511
XML100_1172_17,18397,19451,18923,18585
XML100_3315_15,12771,13238,13101,12940
XML100_2154_17,11532,12455,11950,11945
XML100_3352_24,29946,31166,30790,30790
XML100_1341_25,40813,43130,42097,41991
XML100_1154_22,13879,14935,14610,14610
XML100_2211_26,20291,20608,20477,20477
XML100_1336_25,8925,9418,9192,9120
XML100_2245_10,7443,7524,7493,7493
XML100_2266_03,5936,6218,5955,5955
XML100_2354_06,11169,11623,11283,11283
XML100_2273_15,13611,14815,13870,13739
XML100_3172_09,38762,39845,39179,39156
XML100_2341_17,29029,31356,29757,29757
XML100_1232_05,19193,19903,19596,19554
XML100_2364_08,9758,11809,10146,10146
XML100_1176_16,8925,9415,8925,8925
XML100_1162_21,28842,30372,30025,29966
XML100_2333_22,13528,14207,13836,13682
XML100_2172_16,14476,16126,14985,14588
XML100_3334_18,13874,14853,14380,14380
XML100_3343_16,21590,24413,23036,22160
XML100_3314_17,13349,13917,13579,13554
XML100_3135_05,13591,14610,13959,13959
XML100_1333_21,21383,22478,22078,22078
XML100_2225_02,6077,6404,6119,6119
XML100_3322_20,35106,39085,36629,36465
XML100_1153_17,12488,13096,12565,12565
XML100_1254_20,9504,10017,9716,9695
XML100_1211_09,29164,29399,29356,29356
XML100_2113_13,12702,13461,13097,12798
XML100_1143_01,16197,17343,17012,16914
XML100_1342_05,25213,26977,26555,26386
XML100_1336_27,8567,8718,8568,8568
XML100_1112_26,16264,17458,16711,16616
XML100_1326_20,8066,8233,8066,8066
XML100_2365_25,9132,10171,9138,9132
XML100_1314_15,15398,16126,15808,15542
XML100_3354_16,15061,15578,15517,15410
XML100_3274_21,14658,15064,14782,14758
XML100_1351_27,33324,34280,33862,33862
XML100_2241_08,23772,27028,24944,24680
XML100_2165_15,9336,9680,9334,9334
XML100_1375_14,8901,9337,9066,8899
XML100_2332_17,13968,14958,14631,14574
XML100_2222_11,16678,17564,17256,17229
XML100_3161_12,38353,41142,39657,39580
XML100_2316_06,8168,8295,8240,8208
XML100_2253_22,9678,10103,9913,9913
XML100_2142_19,20734,23447,22304,21587
XML100_3145_26,13128,14227,13535,13535
XML100_3313_09,19790,20571,20352,20104
XML100_3214_01,15386,16404,16239,16101
XML100_3211_08,27198,27571,27403,27403
XML100_1153_08,13161,14148,13809,13809
XML100_3314_20,17756,18570,18333,18288
XML100_1172_15,26076,26975,26566,26566
XML100_2166_27,8365,8800,8361,8361
XML100_1242_05,12835,13868,13280,13212
XML100_3116_22,9276,9697,9488,9358
XML100_3351_10,42246,43264,43258,43264
XML100_3375_04,13006,13285,13136,13108
XML100_2362_12,17163,18192,17375,17349
XML100_1262_09,9094,9949,9531,9411
XML100_1332_07,24644,26059,25499,25499
XML100_2233_14,9080,9350,9220,9178
XML100_1331_03,38081,39926,39045,38986
XML100_1353_26,17614,18764,18353,18315
XML100_2344_07,10227,11820,10484,10464
XML100_1155_18,11369,12194,12037,12037
XML100_1151_25,33051,34117,33619,33466
XML100_1116_27,8908,9320,9190,9105
XML100_1132_02,19133,20222,19772,19772
XML100_1142_27,21706,22900,22496,22220
XML100_1326_11,8704,9057,8717,8708
XML100_3255_12,8349,8863,8630,8513
XML100_1123_13,15363,17344,15935,15779
XML100_1143_08,14091,16803,14924,14445
XML100_3134_17,16825,18388,17610,17467
XML100_1322_19,18071,19959,18744,18672
XML100_1311_18,42407,43006,43006,42960
XML100_1235_24,4877,4967,4914,4886
XML100_3223_01,14978,15583,15178,15059
XML100_2344_08,10973,11268,11117,11103
XML100_2341_22,23675,28490,24564,24564
XML100_3173_19,19729,21049,20563,20563
XML100_1215_16,6894,6991,6895,6894
XML100_2224_20,9596,9969,9695,9695
XML100_1255_13,11172,11679,11261,11261
XML100_3132_11,25787,27298,26302,26302
XML100_1111_13,31345,32081,31621,31579
XML100_2271_05,20302,20828,20570,20500
XML100_1215_20,5302,5634,5331,5331
XML100_3313_06,23024,23573,23487,23416
XML100_1145_09,9608,10115,9949,9889
XML100_3156_07,9491,9825,9659,9659
XML100_3333_15,18883,19300,19208,19208
XML100_1216_03,7143,7336,7143,7143
XML100_2373_21,12577,13328,12701,12701
XML100_3271_11,60174,61167,60894,60892
XML100_1162_05,18230,20568,19286,19251
XML100_3143_01,23532,25016,24396,24053
XML100_2136_25,8973,9921,9068,9068
XML100_3375_09,11482,12351,11936,11792
XML100_2221_24,27191,27642,27642,27623
XML100_1212_19,24578,24768,24687,24687
XML100_1132_07,20558,22003,21066,21005
XML100_1152_15,23261,24192,23597,23567
XML100_3362_02,27727,28680,28507,28428
XML100_3164_22,17235,18323,17634,17586
XML100_3233_22,22548,23283,22953,22756
XML100_1321_03,31673,34412,32748,32629
XML100_3276_04,10620,11206,10783,10624
XML100_3132_19,28153,29713,29207,29207
XML100_3163_24,21707,23086,22274,22274
XML100_3132_17,33124,34898,34594,34594
XML100_3316_14,10193,10612,10254,10254
XML100_2116_11,8416,8756,8670,8670
XML100_2245_17,7144,7441,7380,7380
XML100_3373_12,18295,19539,19009,18942
XML100_2321_26,27742,28845,28167,28167
XML100_2271_14,20058,20804,20319,20295
XML100_3122_12,25490,27227,26432,26419
XML100_1322_17,21185,22789,21934,21907
XML100_1256_09,6042,6384,6248,6042
XML100_1225_26,8217,8770,8353,8353
XML100_3365_18,11763,12443,12175,12175
XML100_3174_08,16449,17066,16954,16873
XML100_2214_16,9622,9765,9648,9648
XML100_1326_13,8306,8565,8388,8388
XML100_3124_24,16151,17879,16590,16590
XML100_1326_16,8933,9622,8996,8958
XML100_1212_24,20100,20900,20538,20433
XML100_2215_12,7618,7856,7732,7729
XML100_3243_10,18962,19864,19763,19763
XML100_2336_24,7995,8323,8015,8003
XML100_3166_01,10041,11218,10521,10325
XML100_2224_10,7027,7438,7163,7151
XML100_2122_15,15095,16494,15688,15590
XML100_2322_05,14877,17088,15378,15378
XML100_1262_04,23890,24907,24633,24633
XML100_1363_10,16272,17725,16991,16991
XML100_3134_08,16104,16988,16426,16404
XML100_1272_01,20462,21119,20468,20468
XML100_1164_06,13741,14368,13891,13891
XML100_2236_03,7210,7365,7229,7229
XML100_2175_23,9383,9819,9423,9423
XML100_2152_02,16123,17469,16934,16928
XML100_2244_03,8357,8947,8685,8610
XML100_1116_06,10051,10356,10198,10198
XML100_2366_11,7729,7948,7809,7789
XML100_3242_12,32105,34535,33806,32512
XML100_2126_26,9018,9361,9135,9029
XML100_2176_17,8595,9028,8857,8627
XML100_1312_26,17709,18385,18209,18195
XML100_1155_19,11403,12017,11820,11820
XML100_1244_09,9050,9431,9225,9209
XML100_1375_11,8888,9600,9400,9146
XML100_1251_06,36384,37805,37422,37422
XML100_1333_18,15126,16097,15669,15470
XML100_2263_10,10702,11359,10826,10805
XML100_3214_24,17556,18760,18146,17977
XML100_3345_08,12238,12591,12361,12361
XML100_2246_01,5756,5942,5827,5782
XML100_3245_09,11860,12284,11995,11995
XML100_3346_15,8832,9517,9280,8870
XML100_3162_04,25023,26334,25920,25725
XML100_1323_20,15738,16928,16305,16141
XML100_1251_04,39300,40816,40505,40505
XML100_3145_04,12616,13864,13367,13096
XML100_3353_22,17781,18465,18091,18091
XML100_3162_13,29270,30470,30360,30290
XML100_2246_25,6744,6775,6765,6744
XML100_2152_11,15572,16826,15979,15979
XML100_3365_17,11395,12484,12078,12078
XML100_3275_19,12061,13775,12337,12337
XML100_3231_06,47649,49047,48316,48316
XML100_1342_26,20933,22520,21872,21607
XML100_2173_08,12824,13853,13381,13119
XML100_3264_07,10872,11688,11138,11057
XML100_2375_23,8804,9404,8869,8840
XML100_1125_11,11573,12234,11757,11663
XML100_1216_01,8657,9047,8880,8771
XML100_2116_18,8170,8941,8345,8268
XML100_1255_25,7876,8482,7975,7934
XML100_2343_11,13295,14600,14149,13975
XML100_1266_04,6880,7262,6894,6894
XML100_2145_19,9496,11259,9668,9496
XML100_1255_11,7733,8536,8094,8088
XML100_3333_09,19783,20697,20534,20534
XML100_1165_15,10053,10658,10239,10168
XML100_1353_03,14734,15410,15093,15093
XML100_3223_12,18627,20609,19701,19696
XML100_1172_16,26957,27922,27489,27324
XML100_1141_02,29816,31046,30834,30601
XML100_2355_06,8606,9014,8607,8607
XML100_2154_19,10140,10567,10269,10269
XML100_2176_26,8610,8853,8650,8650
XML100_1255_01,9087,9733,9329,9274
XML100_3122_07,24393,26157,25481,25454
XML100_3343_12,18455,19563,18967,18967
XML100_3341_18,42714,45563,44839,43943
XML100_1234_15,9680,9982,9918,9918
XML100_2144_17,10760,12733,10854,10854
XML100_1345_23,10335,10739,10394,10394
XML100_2261_22,23663,25900,23848,23848
XML100_3154_26,17420,18624,18081,18072
XML100_2135_16,8966,9295,9115,9115
XML100_1216_06,5932,6005,5952,5951
XML100_2141_25,22086,23421,22792,22680
XML100_3334_25,14101,14882,14583,14564
XML100_1335_02,10766,11610,11106,11075
XML100_2311_13,21207,21511,21464,21464
XML100_2346_05,8188,8333,8221,8221
XML100_1266_17,6651,6765,6736,6692
XML100_1275_17,12751,13048,12953,12856
XML100_1256_03,6477,6651,6538,6538
XML100_2224_17,8943,10165,9265,9256
XML100_2213_02,10551,11424,10640,10640
XML100_3161_26,46683,48910,48276,48200
XML100_2334_17,9985,10562,10159,10072
XML100_3331_18,37743,39128,38553,38553
XML100_2273_06,11384,12847,11978,11814
XML100_1373_03,18021,18527,18527,18527
XML100_3236_12,7025,7487,7064,7064
XML100_2176_25,7841,8721,8004,8004
XML100_3224_03,16330,16953,16630,16630
XML100_2131_17,22993,24303,23696,23648
XML100_1245_19,7575,8397,7836,7836
XML100_2342_07,13221,14331,14141,13913
XML100_1256_11,5623,5741,5660,5660
XML100_2323_26,12581,13573,13008,12892
XML100_2172_11,14168,14661,14540,14368
XML100_2173_16,12270,12915,12603,12603
XML100_2161_18,23612,26297,24223,24202
XML100_3372_13,31113,32980,32768,32581
XML100_2331_05,21798,22818,22750,22750
XML100_3122_25,21896,25064,24047,23744
XML100_2234_16,8120,8560,8220,8203
XML100_2126_11,8815,9891,9091,8898
XML100_3363_21,24146,25914,24748,24616
XML100_1242_23,19051,19581,19284,19284
XML100_3144_17,14885,15806,15477,15477
XML100_2374_02,11002,11718,11137,11084
XML100_3126_25,10458,11873,11060,10720
XML100_1363_05,14237,14921,14729,14621
XML100_2141_26,21024,22678,21919,21733
XML100_3113_08,20338,21227,20902,20902
XML100_2333_08,12626,13988,13186,13141
XML100_2262_13,11261,11547,11478,11404
XML100_2332_06,15949,16935,16559,16455
XML100_3134_23,18474,19560,19028,19028
XML100_3133_07,20863,22267,21810,21810
XML100_1114_04,13980,15250,14633,14387
XML100_3325_13,13115,14342,13252,13215
XML100_1162_17,18996,21867,19650,19650
XML100_1266_19,5824,6086,5865,5865
XML100_2154_25,10719,11014,10807,10770
XML100_2121_06,22387,23911,23324,23011
XML100_3212_24,24879,25093,25072,25025
XML100_3316_13,8502,8987,8698,8696
XML100_2151_07,26370,27923,27502,26849
XML100_2135_14,9694,9904,9770,9731
XML100_1262_07,32083,33884,33029,33029
XML100_2262_16,14031,14840,14217,14217
XML100_1342_21,30250,31344,31190,31190
XML100_2165_17,9714,10036,9779,9779
XML100_3215_08,12867,13421,13083,13037
XML100_1366_27,9127,9343,9127,9127
XML100_2326_12,7904,8312,7956,7956
XML100_1121_26,28329,31003,28822,28783
XML100_3326_05,10158,10766,10698,10692
XML100_3374_08,17126,17846,17381,17381
XML100_2353_25,13322,15012,14795,14131
XML100_3123_13,23866,25823,25098,24992
XML100_3344_05,15589,16526,15957,15957
XML100_2272_23,17349,18256,17886,17886
XML100_3241_11,41920,44241,43570,42684
XML100_1116_24,8484,8662,8483,8483
XML100_1362_26,18407,19183,18924,18924
XML100_3365_11,12800,13938,13223,13204
XML100_1356_14,7780,7991,7832,7832
XML100_2174_04,11187,12054,11726,11554
XML100_2322_21,16211,17492,16864,16611
XML100_3261_21,34181,35486,34865,34774
XML100_2322_18,15017,15931,15450,15415
XML100_1224_24,11370,11951,11613,11585
XML100_3342_10,28887,31546,30245,30245
XML100_2224_21,8052,8535,8160,8160
XML100_2152_20,19632,20891,20382,19995
XML100_2245_24,5822,6040,5836,5836
XML100_3141_24,46576,48835,48835,47744
XML100_1241_18,23293,24764,24289,24289
XML100_3134_14,16413,16718,16601,16601
XML100_3261_14,44354,45587,45587,45403
XML100_1161_03,32255,34311,33479,33333
XML100_2333_26,12731,13511,12992,12992
XML100_3166_19,9967,10490,10166,10153
XML100_2155_14,9851,10053,9966,9877
XML100_2134_11,10575,10962,10914,10646
XML100_3161_14,52090,54467,52792,52933
XML100_3166_07,9065,9658,9262,9262
XML100_2271_15,22939,22882,22806,22806
XML100_1374_25,11079,12174,11480,11234
XML100_1233_26,12360,12896,12566,12566
XML100_2141_21,27016,27578,27512,27512
XML100_1342_16,23593,25488,24644,24629
XML100_3112_26,29537,30081,30081,30081
XML100_1251_26,27982,29473,28561,28561
XML100_1143_22,15613,16813,16560,16256
XML100_3356_15,9565,10072,9636,9578
XML100_1331_09,45518,46590,45731,45731
XML100_2333_24,11522,12080,11864,11722
XML100_1331_20,34216,35621,35107,35078
XML100_1362_18,23606,25869,24868,24603
XML100_3272_21,37856,39895,39772,39765
XML100_1344_18,11017,12234,11643,11633
XML100_2274_24,7911,8607,7959,7959
XML100_1341_01,24877,27025,25640,25544
XML100_2241_11,17017,18092,17232,17232
XML100_3275_03,12906,13659,13293,12946
XML100_3254_08,15322,15800,15697,15697
XML100_2311_21,24487,25294,24897,24775
XML100_3175_21,12040,13019,12557,12557
XML100_3356_05,9893,10125,10111,10111
XML100_1311_16,32978,33278,33278,33039
XML100_2364_05,11022,11969,11344,11344
XML100_2224_03,7740,8533,8128,7902
XML100_3165_11,13991,15361,14349,14349
XML100_2235_14,7311,7655,7471,7471
XML100_2346_17,7756,7871,7768,7768
XML100_2264_11,9578,9978,9788,9636
XML100_1273_18,14859,15711,15238,15238
XML100_1244_22,13042,13456,13228,13204
XML100_2176_24,8928,10048,8972,8965
XML100_3136_13,9947,10465,10006,9995
XML100_3371_15,41396,42319,42072,42072
XML100_2135_02,9234,10019,9571,9571
XML100_2151_27,29518,30674,30464,30464
XML100_3271_02,37449,38960,38573,38573
XML100_2125_02,9101,9243,9131,9113
XML100_3131_18,41745,43820,42675,42675
XML100_2142_14,15796,16859,16247,16245
XML100_1144_21,10763,11692,10808,10808
XML100_3326_09,8428,9242,8514,8484
XML100_1225_12,9358,9704,9390,9390
XML100_3152_07,27832,29483,28683,28683
XML100_3162_26,33151,35385,34091,34091
XML100_2236_11,5516,5650,5533,5533
XML100_2344_15,10480,10729,10560,10560
XML100_3321_13,45379,46231,46231,46231
XML100_3246_22,6111,6205,6169,6150
XML100_1363_25,13734,14580,14287,14062
XML100_3124_22,18100,20157,18741,18674
XML100_3216_17,7868,8456,8060,7931
XML100_2374_24,8946,9462,8978,8976
XML100_2276_06,6945,7435,7251,7251
XML100_2275_10,7571,7736,7610,7610
XML100_2236_14,6361,7033,6403,6365
XML100_1226_15,6734,7043,6896,6753
XML100_1122_12,24987,26087,25600,25600
XML100_1313_15,11901,12593,12276,12202
XML100_2176_16,8940,9559,8996,8995
XML100_2375_07,9844,10413,10168,9935
XML100_1232_11,18394,19064,18875,18695
XML100_3376_25,10510,11237,10631,10555
XML100_2376_16,8446,9900,8792,8648
XML100_2236_22,5854,6040,5893,5893
XML100_3276_07,8893,9446,8929,8929
XML100_2165_22,9304,9478,9398,9398
XML100_2263_17,9040,9252,9208,9131
XML100_3324_01,16435,17796,16948,16922
XML100_1144_02,13662,14989,14320,14280
XML100_1262_18,22290,24540,22911,22769
XML100_2135_12,9806,9896,9863,9858
XML100_2344_17,10009,12033,10335,10335
XML100_2151_02,24130,24950,24702,24591
XML100_3172_01,26736,28092,27715,27661
XML100_3245_05,13542,13736,13725,13631
XML100_1363_11,12168,13159,12346,12334
XML100_3312_22,34079,34532,34404,34404
XML100_1331_12,24418,25857,25734,25626
XML100_3256_15,7430,7486,7454,7454
XML100_2136_04,8356,8671,8402,8402
XML100_1372_16,24292,24926,24748,24580
XML100_3132_03,27315,29291,28028,27987
XML100_3153_26,24008,25565,24670,24670
XML100_2356_18,7879,8289,7889,7889
XML100_1313_21,13094,13660,13376,13355
XML100_3141_09,55690,58576,57268,57185
