Model,Type,Train Init Temp,Train Steps,Train Dimension,Train Demand,Train Scheduler,Train Clustering,Dimension,Step,Scheduler,Clustering,Initial Temp,Initial Cost,Final Cost,Gain
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,1000,lam,False,100,12.31783676147461,6.783851146697998,5.533985614776611
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,1000,step,False,100,12.31783676147461,6.947328090667725,5.370508670806885
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,cyclic,False,100,12.31783676147461,6.7672319412231445,5.550604820251465
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,lam,False,100,12.31783676147461,6.617129325866699,5.70070743560791
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,step,False,100,12.31783676147461,6.734487533569336,5.583349227905273
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,100,cyclic,False,1000,12.31783676147461,8.275493621826172,4.0423431396484375
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,100,lam,False,1000,12.31783676147461,7.369240760803223,4.948596000671387
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,100,step,False,1000,12.31783676147461,8.575061798095703,3.7427749633789062
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,1000,cyclic,False,1000,12.31783676147461,6.781668663024902,5.536168098449707
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,1000,lam,False,1000,12.31783676147461,6.833597183227539,5.48423957824707
